,fg_pct_away,ft_pct_away,fg3_pct_away,ast_away,reb_away,to_away
8839,0.494,0.625,0.417,16.0,39.0,13.0
8840,0.3879999999999999,0.818,0.316,12.0,39.0,22.0
8841,0.39,0.7829999999999999,0.231,17.0,46.0,16.0
8842,0.417,0.778,0.267,20.0,53.0,14.0
8843,0.452,0.7929999999999999,0.278,19.0,36.0,12.0
8844,0.408,0.444,0.25,18.0,40.0,14.0
8845,0.47,0.688,0.45,26.0,35.0,11.0
8846,0.4629999999999999,0.731,0.364,20.0,35.0,17.0
8847,0.461,0.7829999999999999,0.3929999999999999,15.0,50.0,14.0
8848,0.484,0.6970000000000001,0.429,19.0,39.0,18.0
8849,0.446,0.733,0.3329999999999999,22.0,43.0,15.0
8850,0.405,0.828,0.182,17.0,38.0,11.0
8851,0.412,0.667,0.381,17.0,47.0,8.0
8852,0.515,0.947,0.4,18.0,28.0,14.0
8853,0.4589999999999999,0.767,0.364,25.0,34.0,19.0
8854,0.586,0.8,0.294,25.0,44.0,20.0
8855,0.479,0.852,0.286,14.0,35.0,15.0
8856,0.581,0.919,0.313,20.0,40.0,16.0
8857,0.5489999999999999,0.857,0.3,18.0,46.0,9.0
8858,0.4370000000000001,0.75,0.3329999999999999,18.0,40.0,15.0
8859,0.471,0.857,0.3329999999999999,25.0,42.0,12.0
8860,0.506,0.733,0.613,27.0,35.0,20.0
8861,0.507,0.682,0.545,18.0,39.0,15.0
8862,0.415,0.7190000000000001,0.292,14.0,32.0,9.0
8863,0.321,0.72,0.357,11.0,51.0,13.0
8864,0.478,0.727,0.2,20.0,42.0,17.0
8865,0.354,0.727,0.348,15.0,51.0,9.0
8866,0.4,0.875,0.462,17.0,38.0,14.0
8867,0.4370000000000001,0.813,0.579,22.0,32.0,23.0
8868,0.476,0.737,0.4,26.0,48.0,14.0
8869,0.5,0.357,0.211,21.0,34.0,21.0
8870,0.507,0.65,0.429,23.0,47.0,14.0
8871,0.424,0.852,0.273,23.0,39.0,14.0
8872,0.488,0.909,0.478,29.0,43.0,11.0
8873,0.4,0.759,0.375,15.0,42.0,14.0
8874,0.471,0.833,0.294,20.0,41.0,17.0
8875,0.482,0.733,0.409,23.0,48.0,9.0
8876,0.4320000000000001,0.75,0.235,25.0,54.0,17.0
8877,0.4479999999999999,0.889,0.36,26.0,33.0,11.0
8878,0.3879999999999999,0.909,0.522,15.0,48.0,13.0
8879,0.396,0.679,0.3329999999999999,17.0,55.0,9.0
8880,0.4429999999999999,0.7,0.5,26.0,51.0,10.0
8881,0.397,0.792,0.375,17.0,38.0,8.0
8882,0.375,0.818,0.3329999999999999,18.0,51.0,14.0
8883,0.396,0.625,0.214,18.0,49.0,7.0
8884,0.44,0.55,0.286,15.0,48.0,24.0
8885,0.346,0.857,0.235,15.0,39.0,16.0
8886,0.4429999999999999,0.85,0.36,25.0,44.0,9.0
8887,0.529,0.8,0.471,15.0,35.0,8.0
8888,0.423,0.75,0.278,27.0,53.0,15.0
8889,0.422,0.68,0.364,17.0,46.0,10.0
8890,0.4320000000000001,0.667,0.222,13.0,37.0,25.0
8891,0.451,0.941,0.278,12.0,44.0,19.0
8892,0.42,0.846,0.2269999999999999,22.0,35.0,9.0
8893,0.511,0.789,0.348,27.0,34.0,8.0
8894,0.425,0.7929999999999999,0.125,18.0,41.0,15.0
8895,0.431,0.71,0.2,14.0,40.0,13.0
8896,0.392,0.76,0.176,15.0,53.0,14.0
8897,0.493,0.841,0.1,25.0,45.0,16.0
8898,0.457,0.929,0.267,21.0,30.0,7.0
8899,0.449,0.862,0.32,22.0,43.0,13.0
8900,0.4270000000000001,0.7829999999999999,0.31,28.0,45.0,16.0
8901,0.4370000000000001,0.833,0.4379999999999999,17.0,44.0,15.0
8902,0.5,0.81,0.462,28.0,38.0,12.0
8903,0.35,0.7829999999999999,0.133,13.0,37.0,18.0
8904,0.526,0.7390000000000001,0.308,15.0,49.0,8.0
8905,0.472,0.6970000000000001,0.4,24.0,48.0,19.0
8906,0.507,0.889,0.5710000000000001,19.0,39.0,16.0
8907,0.352,0.7709999999999999,0.235,15.0,38.0,12.0
8908,0.476,0.813,0.435,28.0,44.0,10.0
8909,0.3979999999999999,0.7190000000000001,0.267,18.0,53.0,14.0
8910,0.452,0.68,0.222,18.0,34.0,27.0
8911,0.446,0.857,0.381,19.0,48.0,12.0
8912,0.535,0.75,0.273,23.0,35.0,11.0
8913,0.38,0.727,0.286,13.0,35.0,10.0
8914,0.5,0.765,0.4579999999999999,31.0,45.0,16.0
8915,0.4,0.7040000000000001,0.389,20.0,33.0,13.0
8916,0.354,0.889,0.222,17.0,43.0,13.0
8917,0.392,0.826,0.294,22.0,39.0,16.0
8918,0.519,0.795,0.368,20.0,46.0,15.0
8919,0.4479999999999999,0.8,0.4,18.0,47.0,17.0
8920,0.446,0.773,0.44,28.0,50.0,13.0
8921,0.575,0.833,0.3329999999999999,23.0,37.0,12.0
8922,0.442,0.8390000000000001,0.273,18.0,39.0,12.0
8923,0.431,0.7809999999999999,0.364,18.0,44.0,13.0
8924,0.411,0.929,0.324,22.0,47.0,19.0
8925,0.507,0.6,0.471,20.0,38.0,14.0
8926,0.422,0.6920000000000001,0.467,25.0,46.0,9.0
8927,0.442,0.667,0.5710000000000001,23.0,48.0,13.0
8928,0.4639999999999999,0.8290000000000001,0.273,24.0,49.0,16.0
8929,0.444,0.7390000000000001,0.353,17.0,42.0,13.0
8930,0.415,0.735,0.462,21.0,38.0,17.0
8931,0.5489999999999999,0.722,0.556,19.0,45.0,13.0
8932,0.418,0.857,0.2,22.0,47.0,13.0
8933,0.45,0.7829999999999999,0.1669999999999999,19.0,39.0,9.0
8934,0.379,0.85,0.143,18.0,48.0,7.0
8935,0.568,0.5379999999999999,0.526,31.0,45.0,14.0
8936,0.358,0.5,0.158,13.0,24.0,10.0
8937,0.4270000000000001,0.652,0.182,15.0,42.0,13.0
8938,0.365,0.7929999999999999,0.4,12.0,36.0,15.0
8939,0.3929999999999999,0.727,0.238,22.0,51.0,11.0
8940,0.446,0.895,0.176,17.0,49.0,17.0
8941,0.397,0.7859999999999999,0.294,17.0,37.0,20.0
8942,0.5,0.792,0.3,16.0,37.0,12.0
8943,0.518,0.72,0.346,26.0,42.0,9.0
8944,0.512,0.708,0.471,25.0,51.0,6.0
8945,0.523,1.0,0.5,26.0,39.0,17.0
8946,0.3979999999999999,0.741,0.263,16.0,48.0,3.0
8947,0.531,0.708,0.389,28.0,47.0,10.0
8948,0.402,0.8,0.273,19.0,38.0,13.0
8949,0.412,0.731,0.5,15.0,35.0,20.0
8950,0.4639999999999999,0.583,0.3,19.0,41.0,15.0
8951,0.4629999999999999,0.7140000000000001,0.409,22.0,28.0,16.0
8952,0.4429999999999999,0.875,0.545,17.0,40.0,17.0
8953,0.5379999999999999,0.737,0.364,30.0,39.0,16.0
8954,0.494,0.611,0.214,26.0,37.0,8.0
8955,0.4039999999999999,0.524,0.308,21.0,43.0,15.0
8956,0.405,0.8420000000000001,0.375,20.0,36.0,12.0
8957,0.4529999999999999,0.725,0.286,23.0,45.0,10.0
8958,0.441,0.7,0.429,17.0,31.0,12.0
8959,0.525,0.773,0.364,21.0,41.0,18.0
8960,0.436,0.8,0.37,20.0,34.0,13.0
8961,0.4589999999999999,0.667,0.278,26.0,47.0,20.0
8962,0.418,0.794,0.077,14.0,40.0,6.0
8963,0.357,0.667,0.158,12.0,41.0,15.0
8964,0.3670000000000001,0.611,0.222,18.0,44.0,14.0
8965,0.476,0.7,0.6920000000000001,23.0,40.0,11.0
8966,0.395,0.645,0.44,18.0,46.0,16.0
8967,0.506,0.85,0.3329999999999999,20.0,43.0,6.0
8968,0.304,0.7390000000000001,0.417,4.0,47.0,14.0
8969,0.415,0.828,0.4379999999999999,20.0,42.0,14.0
8970,0.379,0.636,0.3329999999999999,19.0,47.0,14.0
8971,0.3379999999999999,0.625,0.3329999999999999,11.0,45.0,12.0
8972,0.48,0.615,0.261,17.0,54.0,9.0
8973,0.418,0.778,0.364,20.0,31.0,17.0
8974,0.37,0.938,0.286,19.0,36.0,14.0
8975,0.4370000000000001,0.821,0.381,21.0,48.0,21.0
8976,0.629,0.7929999999999999,0.643,22.0,32.0,12.0
8977,0.3979999999999999,0.6920000000000001,0.368,12.0,36.0,20.0
8978,0.444,0.87,0.313,19.0,37.0,11.0
8979,0.4270000000000001,0.8640000000000001,0.353,18.0,33.0,15.0
8980,0.519,0.625,0.5,22.0,56.0,11.0
8981,0.414,0.68,0.176,17.0,52.0,16.0
8982,0.5660000000000001,0.893,0.462,27.0,38.0,13.0
8983,0.4529999999999999,0.867,0.389,19.0,41.0,16.0
8984,0.436,0.722,0.231,20.0,40.0,19.0
8985,0.386,0.861,0.3329999999999999,20.0,38.0,12.0
8986,0.5,0.885,0.308,18.0,34.0,20.0
8987,0.407,0.8640000000000001,0.3329999999999999,17.0,37.0,16.0
8988,0.45,0.65,0.5,19.0,40.0,14.0
8989,0.493,0.813,0.294,21.0,36.0,13.0
8990,0.475,0.7140000000000001,0.36,18.0,41.0,7.0
8991,0.526,0.7140000000000001,0.643,33.0,50.0,16.0
8992,0.5589999999999999,0.905,0.583,22.0,33.0,11.0
8993,0.416,0.8079999999999999,0.267,20.0,36.0,15.0
8994,0.423,0.708,0.273,14.0,40.0,11.0
8995,0.423,0.68,0.316,18.0,34.0,18.0
8996,0.449,0.6,0.375,24.0,44.0,16.0
8997,0.477,0.742,0.313,24.0,42.0,10.0
8998,0.4320000000000001,0.71,0.375,16.0,37.0,11.0
8999,0.519,0.926,0.353,27.0,42.0,15.0
9000,0.375,0.556,0.2,15.0,44.0,12.0
9001,0.451,0.727,0.522,24.0,45.0,11.0
9002,0.494,0.818,0.286,23.0,47.0,15.0
9003,0.513,0.8,0.45,22.0,42.0,15.0
9004,0.413,0.706,0.455,11.0,36.0,23.0
9005,0.425,0.632,0.368,23.0,39.0,17.0
9006,0.465,0.757,0.4379999999999999,25.0,34.0,12.0
9007,0.425,0.7809999999999999,0.423,17.0,31.0,18.0
9008,0.5,0.706,0.412,22.0,29.0,7.0
9009,0.467,0.462,0.5,24.0,44.0,19.0
9010,0.417,0.81,0.353,14.0,36.0,18.0
9011,0.507,0.81,0.5,27.0,32.0,11.0
9012,0.5,0.8079999999999999,0.407,27.0,34.0,17.0
9013,0.42,0.667,0.3329999999999999,16.0,45.0,18.0
9014,0.3879999999999999,0.75,0.357,17.0,42.0,17.0
9015,0.526,0.815,0.476,16.0,34.0,10.0
9016,0.354,0.903,0.211,13.0,39.0,13.0
9017,0.486,0.722,0.625,20.0,48.0,9.0
9018,0.418,0.7829999999999999,0.091,15.0,43.0,14.0
9019,0.365,0.813,0.188,15.0,45.0,12.0
9020,0.506,0.655,0.2,24.0,49.0,18.0
9021,0.489,0.857,0.444,22.0,42.0,15.0
9022,0.417,0.727,0.3,25.0,38.0,15.0
9023,0.452,0.857,0.35,20.0,44.0,16.0
9024,0.44,0.789,0.375,22.0,30.0,16.0
9025,0.523,0.647,0.4,23.0,37.0,17.0
9026,0.506,0.8,0.3329999999999999,23.0,37.0,15.0
9027,0.408,0.605,0.28,16.0,40.0,15.0
9028,0.4,0.667,0.294,16.0,38.0,9.0
9029,0.429,0.769,0.3329999999999999,16.0,37.0,11.0
9030,0.449,0.75,0.391,24.0,37.0,14.0
9031,0.386,0.88,0.238,21.0,29.0,17.0
9032,0.415,0.688,0.273,11.0,38.0,11.0
9033,0.5,0.828,0.294,23.0,36.0,11.0
9034,0.319,0.84,0.2,17.0,48.0,22.0
9035,0.4370000000000001,0.8420000000000001,0.389,22.0,34.0,15.0
9036,0.3329999999999999,0.917,0.286,19.0,51.0,17.0
9037,0.434,0.684,0.25,26.0,48.0,11.0
9038,0.597,0.733,0.318,24.0,35.0,12.0
9039,0.419,0.735,0.385,18.0,34.0,12.0
9040,0.595,0.885,0.696,26.0,32.0,13.0
9041,0.47,0.75,0.433,27.0,39.0,14.0
9042,0.415,0.8,0.25,18.0,59.0,12.0
9043,0.433,0.69,0.3,25.0,46.0,16.0
9044,0.4679999999999999,0.75,0.423,24.0,44.0,14.0
9045,0.526,0.636,0.316,25.0,37.0,14.0
9046,0.4029999999999999,0.591,0.313,15.0,40.0,21.0
9047,0.5660000000000001,0.667,0.417,30.0,43.0,9.0
9048,0.5479999999999999,0.955,0.3329999999999999,25.0,37.0,16.0
9049,0.524,0.75,0.3,24.0,40.0,13.0
9050,0.426,0.78,0.417,19.0,50.0,13.0
9051,0.4579999999999999,0.7070000000000001,0.3329999999999999,22.0,30.0,11.0
9052,0.4589999999999999,0.87,0.412,19.0,28.0,11.0
9053,0.368,0.579,0.263,11.0,39.0,16.0
9054,0.487,0.958,0.476,15.0,44.0,19.0
9055,0.408,0.632,0.273,15.0,38.0,13.0
9056,0.39,0.7829999999999999,0.286,14.0,46.0,17.0
9057,0.451,0.87,0.313,20.0,40.0,11.0
9058,0.4,0.7190000000000001,0.318,22.0,37.0,13.0
9059,0.455,0.76,0.375,19.0,32.0,7.0
9060,0.356,0.706,0.3,21.0,43.0,8.0
9061,0.506,0.565,0.385,29.0,49.0,14.0
9062,0.4270000000000001,0.917,0.25,22.0,36.0,13.0
9063,0.37,0.8240000000000001,0.278,19.0,45.0,16.0
9064,0.4629999999999999,0.773,0.5,17.0,37.0,12.0
9065,0.436,0.84,0.318,16.0,42.0,6.0
9066,0.456,0.853,0.316,22.0,41.0,14.0
9067,0.462,0.871,0.3329999999999999,31.0,50.0,11.0
9068,0.417,0.7240000000000001,0.176,14.0,39.0,13.0
9069,0.439,0.647,0.429,21.0,36.0,18.0
9070,0.358,0.857,0.391,22.0,39.0,13.0
9071,0.347,0.765,0.435,16.0,26.0,18.0
9072,0.4679999999999999,0.7,0.444,24.0,44.0,15.0
9073,0.466,0.8240000000000001,0.395,31.0,48.0,13.0
9074,0.488,0.8,0.36,25.0,42.0,10.0
9075,0.586,0.76,0.381,34.0,28.0,10.0
9076,0.423,0.767,0.5379999999999999,19.0,36.0,12.0
9077,0.494,0.652,0.417,19.0,36.0,10.0
9078,0.51,0.667,0.406,34.0,42.0,6.0
9079,0.4320000000000001,0.789,0.174,26.0,48.0,14.0
9080,0.4379999999999999,0.7859999999999999,0.385,22.0,44.0,11.0
9081,0.462,0.741,0.381,19.0,38.0,12.0
9082,0.424,0.727,0.429,21.0,42.0,15.0
9083,0.407,0.85,0.3329999999999999,18.0,39.0,5.0
9084,0.506,0.706,0.667,26.0,32.0,21.0
9085,0.413,0.8,0.3329999999999999,17.0,43.0,14.0
9086,0.478,0.8540000000000001,0.125,17.0,37.0,15.0
9087,0.429,0.818,0.273,23.0,44.0,15.0
9088,0.418,0.609,0.321,25.0,42.0,11.0
9089,0.471,0.6,0.381,25.0,39.0,13.0
9090,0.451,0.69,0.467,26.0,44.0,17.0
9091,0.386,0.731,0.143,18.0,46.0,15.0
9092,0.473,0.5710000000000001,0.4,23.0,40.0,14.0
9093,0.389,0.878,0.211,14.0,57.0,12.0
9094,0.527,0.645,0.313,28.0,39.0,17.0
9095,0.3979999999999999,0.7709999999999999,0.2,14.0,42.0,19.0
9096,0.506,0.684,0.4579999999999999,20.0,39.0,6.0
9097,0.418,0.8390000000000001,0.267,14.0,38.0,10.0
9098,0.488,0.87,0.45,28.0,44.0,12.0
9099,0.515,0.7,0.5710000000000001,21.0,48.0,8.0
9100,0.386,0.923,0.235,18.0,38.0,11.0
9101,0.408,0.625,0.364,21.0,35.0,12.0
9102,0.48,0.75,0.48,22.0,38.0,14.0
9103,0.3779999999999999,0.636,0.357,18.0,45.0,8.0
9104,0.4320000000000001,0.8420000000000001,0.3329999999999999,17.0,39.0,12.0
9105,0.4629999999999999,0.773,0.286,15.0,42.0,17.0
9106,0.415,0.7929999999999999,0.222,19.0,38.0,12.0
9107,0.4,0.85,0.3,11.0,41.0,13.0
9108,0.3979999999999999,0.8059999999999999,0.313,18.0,45.0,13.0
9109,0.444,0.882,0.3329999999999999,23.0,49.0,12.0
9110,0.467,0.667,0.263,14.0,38.0,15.0
9111,0.481,0.63,0.316,25.0,57.0,12.0
9112,0.42,0.7809999999999999,0.211,13.0,36.0,11.0
9113,0.422,0.727,0.429,15.0,47.0,13.0
9114,0.461,0.769,0.6,26.0,45.0,10.0
9115,0.462,0.71,0.462,29.0,48.0,15.0
9116,0.489,0.722,0.4,19.0,42.0,18.0
9117,0.425,0.731,0.375,11.0,46.0,15.0
9118,0.395,0.731,0.2,20.0,46.0,12.0
9119,0.5329999999999999,0.778,0.455,26.0,50.0,15.0
9120,0.411,0.846,0.348,26.0,48.0,13.0
9121,0.5,0.688,0.471,22.0,39.0,15.0
9122,0.5379999999999999,0.8420000000000001,0.5379999999999999,21.0,33.0,12.0
9123,0.488,0.7140000000000001,0.5,19.0,40.0,9.0
9124,0.358,0.741,0.313,18.0,50.0,7.0
9125,0.467,0.923,0.5710000000000001,24.0,47.0,10.0
9126,0.474,0.652,0.3,19.0,40.0,12.0
9127,0.479,0.737,0.385,17.0,36.0,10.0
9128,0.539,0.6,0.263,28.0,41.0,9.0
9129,0.322,0.938,0.3329999999999999,20.0,49.0,21.0
9130,0.352,0.846,0.15,16.0,43.0,18.0
9131,0.4589999999999999,0.821,0.238,19.0,34.0,14.0
9132,0.449,0.679,0.429,14.0,42.0,13.0
9133,0.476,0.875,0.462,27.0,40.0,13.0
9134,0.481,0.75,0.455,20.0,32.0,12.0
9135,0.37,0.8,0.5710000000000001,16.0,43.0,14.0
9136,0.475,0.611,0.5,18.0,38.0,9.0
9137,0.4039999999999999,0.8059999999999999,0.316,16.0,45.0,6.0
9138,0.48,1.0,0.526,26.0,38.0,18.0
9139,0.461,0.843,0.4579999999999999,22.0,32.0,11.0
9140,0.431,0.8440000000000001,0.667,16.0,37.0,18.0
9141,0.3379999999999999,0.871,0.0,17.0,43.0,15.0
9142,0.436,0.909,0.4,26.0,37.0,14.0
9143,0.439,0.556,0.286,19.0,41.0,15.0
9144,0.465,0.773,0.235,21.0,38.0,14.0
9145,0.471,0.846,0.526,30.0,46.0,17.0
9146,0.349,0.941,0.36,19.0,53.0,9.0
9147,0.439,0.708,0.25,21.0,46.0,14.0
9148,0.447,0.652,0.263,17.0,59.0,8.0
9149,0.457,0.789,0.182,18.0,39.0,15.0
9150,0.5710000000000001,0.8440000000000001,0.435,31.0,43.0,18.0
9151,0.3329999999999999,0.727,0.222,10.0,42.0,14.0
9152,0.456,0.727,0.1669999999999999,15.0,34.0,18.0
9153,0.385,0.821,0.385,18.0,35.0,12.0
9154,0.444,0.73,0.263,19.0,32.0,17.0
9155,0.466,0.828,0.1669999999999999,20.0,44.0,13.0
9156,0.3879999999999999,0.75,0.273,12.0,36.0,16.0
9157,0.446,0.917,0.4379999999999999,21.0,55.0,5.0
9158,0.483,0.76,0.348,24.0,43.0,14.0
9159,0.507,0.87,0.389,27.0,35.0,15.0
9160,0.4679999999999999,0.71,0.3329999999999999,18.0,40.0,8.0
9161,0.376,0.8,0.19,11.0,57.0,5.0
9162,0.424,0.7140000000000001,0.353,17.0,42.0,13.0
9163,0.521,0.846,0.4,14.0,37.0,14.0
9164,0.43,0.8640000000000001,0.462,23.0,45.0,15.0
9165,0.5,0.87,0.5329999999999999,26.0,30.0,15.0
9166,0.407,0.769,0.364,19.0,36.0,16.0
9167,0.46,0.867,0.368,25.0,39.0,18.0
9168,0.5379999999999999,0.828,0.625,24.0,40.0,13.0
9169,0.486,0.536,0.667,18.0,40.0,19.0
9170,0.439,0.6970000000000001,0.29,24.0,51.0,11.0
9171,0.462,0.652,0.45,21.0,37.0,16.0
9172,0.363,0.55,0.214,17.0,39.0,18.0
9173,0.442,0.667,0.44,20.0,42.0,15.0
9174,0.416,0.68,0.176,12.0,52.0,10.0
9175,0.507,0.971,0.4,18.0,39.0,12.0
9176,0.446,0.667,0.368,22.0,42.0,16.0
9177,0.597,0.947,0.4,32.0,35.0,12.0
9178,0.474,0.742,0.381,21.0,39.0,21.0
9179,0.539,0.789,0.3329999999999999,18.0,37.0,12.0
9180,0.409,0.895,0.55,16.0,45.0,12.0
9181,0.45,0.722,0.3329999999999999,28.0,47.0,12.0
9182,0.512,0.684,0.55,31.0,32.0,12.0
9183,0.4429999999999999,0.759,0.286,22.0,40.0,8.0
9184,0.416,0.731,0.32,18.0,43.0,9.0
9185,0.456,1.0,0.4,21.0,42.0,13.0
9186,0.451,0.7240000000000001,0.263,17.0,44.0,11.0
9187,0.449,0.5,0.6,25.0,47.0,23.0
9188,0.5770000000000001,0.731,0.583,32.0,32.0,17.0
9189,0.407,0.895,0.235,15.0,38.0,13.0
9190,0.341,0.6,0.455,18.0,42.0,18.0
9191,0.415,0.875,0.444,13.0,38.0,13.0
9192,0.429,0.737,0.3329999999999999,25.0,43.0,9.0
9193,0.5,0.68,0.389,17.0,41.0,15.0
9194,0.5,0.774,0.462,20.0,39.0,15.0
9195,0.493,0.75,0.4379999999999999,23.0,48.0,22.0
9196,0.38,0.88,0.379,22.0,43.0,13.0
9197,0.446,0.609,0.125,22.0,42.0,13.0
9198,0.409,0.632,0.278,18.0,50.0,11.0
9199,0.539,0.792,0.467,25.0,30.0,12.0
9200,0.476,0.667,0.611,21.0,34.0,11.0
9201,0.544,0.68,0.563,24.0,35.0,14.0
9202,0.411,0.7140000000000001,0.304,20.0,39.0,19.0
9203,0.408,0.767,0.31,19.0,50.0,10.0
9204,0.517,0.7140000000000001,0.5329999999999999,23.0,44.0,12.0
9205,0.5,0.893,0.357,24.0,35.0,14.0
9206,0.493,0.818,0.429,23.0,36.0,16.0
9207,0.391,0.895,0.3,20.0,44.0,17.0
9208,0.415,0.5429999999999999,0.471,21.0,48.0,8.0
9209,0.528,0.7190000000000001,0.5,23.0,36.0,20.0
9210,0.541,0.455,0.36,30.0,49.0,12.0
9211,0.481,0.741,0.3329999999999999,25.0,37.0,14.0
9212,0.465,0.5710000000000001,0.7,21.0,34.0,16.0
9213,0.471,0.6,0.364,15.0,41.0,19.0
9214,0.433,0.9,0.471,22.0,32.0,14.0
9215,0.439,0.545,0.529,27.0,44.0,12.0
9216,0.484,0.857,0.421,30.0,44.0,12.0
9217,0.3779999999999999,0.905,0.263,19.0,34.0,20.0
9218,0.4629999999999999,0.833,0.313,19.0,39.0,25.0
9219,0.425,0.556,0.353,16.0,33.0,17.0
9220,0.38,0.8420000000000001,0.381,23.0,54.0,25.0
9221,0.424,0.647,0.462,22.0,46.0,13.0
9222,0.474,0.813,0.308,18.0,46.0,10.0
9223,0.527,0.813,0.313,19.0,42.0,16.0
9224,0.436,0.708,0.389,15.0,44.0,18.0
9225,0.475,0.667,0.29,23.0,41.0,14.0
9226,0.418,1.0,0.5,24.0,42.0,17.0
9227,0.474,0.7140000000000001,0.389,20.0,45.0,16.0
9228,0.556,0.773,0.478,28.0,35.0,14.0
9229,0.429,0.826,0.261,19.0,46.0,11.0
9230,0.374,0.6970000000000001,0.231,11.0,54.0,16.0
9231,0.474,0.8,0.4,22.0,40.0,18.0
9232,0.4270000000000001,0.8390000000000001,0.3,21.0,25.0,13.0
9233,0.415,0.619,0.313,22.0,37.0,16.0
9234,0.476,0.8079999999999999,0.444,19.0,37.0,14.0
9235,0.412,0.647,0.4,17.0,41.0,13.0
9236,0.449,0.818,0.412,17.0,47.0,10.0
9237,0.475,0.857,0.45,24.0,48.0,11.0
9238,0.451,0.762,0.619,21.0,38.0,12.0
9239,0.43,0.875,0.25,16.0,51.0,10.0
9240,0.368,0.794,0.059,11.0,44.0,17.0
9241,0.482,0.7390000000000001,0.2,13.0,43.0,15.0
9242,0.386,0.733,0.4,16.0,45.0,19.0
9243,0.429,0.889,0.455,20.0,31.0,17.0
9244,0.547,0.792,0.231,22.0,41.0,14.0
9245,0.552,0.636,0.45,28.0,38.0,22.0
9246,0.4529999999999999,0.8640000000000001,0.25,13.0,37.0,23.0
9247,0.494,0.944,0.4,25.0,43.0,19.0
9248,0.5429999999999999,0.8079999999999999,0.222,27.0,43.0,11.0
9249,0.423,0.917,0.238,19.0,36.0,13.0
9250,0.469,0.647,0.316,21.0,48.0,26.0
9251,0.5,0.64,0.133,28.0,41.0,10.0
9252,0.395,0.7140000000000001,0.214,18.0,46.0,19.0
9253,0.471,0.8420000000000001,0.385,22.0,49.0,21.0
9254,0.5,0.828,0.667,27.0,38.0,17.0
9255,0.494,0.923,0.2,12.0,47.0,16.0
9256,0.4,0.667,0.176,21.0,38.0,8.0
9257,0.431,0.7829999999999999,0.263,21.0,41.0,16.0
9258,0.3329999999999999,0.857,0.375,11.0,40.0,13.0
9259,0.315,0.706,0.318,19.0,46.0,10.0
9260,0.419,0.8059999999999999,0.385,17.0,42.0,15.0
9261,0.456,0.7140000000000001,0.385,20.0,45.0,12.0
9262,0.4639999999999999,0.895,0.467,22.0,45.0,11.0
9263,0.456,0.7859999999999999,0.231,16.0,36.0,14.0
9264,0.545,0.688,0.429,22.0,45.0,23.0
9265,0.512,0.68,0.444,28.0,39.0,19.0
9266,0.3779999999999999,0.87,0.154,17.0,47.0,12.0
9267,0.4639999999999999,0.821,0.524,24.0,43.0,8.0
9268,0.44,0.7,0.294,26.0,43.0,14.0
9269,0.55,0.7929999999999999,0.267,34.0,35.0,21.0
9270,0.519,1.0,0.3329999999999999,33.0,36.0,17.0
9271,0.369,0.763,0.3329999999999999,14.0,40.0,18.0
9272,0.475,0.778,0.292,21.0,39.0,12.0
9273,0.413,0.759,0.5,22.0,36.0,12.0
9274,0.413,0.78,0.0,15.0,35.0,10.0
9275,0.4589999999999999,0.7240000000000001,0.429,19.0,42.0,14.0
9276,0.481,0.8,0.429,28.0,39.0,18.0
9277,0.537,0.706,0.313,29.0,40.0,15.0
9278,0.4679999999999999,0.69,0.4379999999999999,23.0,41.0,16.0
9279,0.53,0.833,0.636,32.0,42.0,15.0
9280,0.4039999999999999,0.462,0.25,27.0,42.0,20.0
9281,0.5,0.7140000000000001,0.3329999999999999,16.0,34.0,17.0
9282,0.519,0.75,0.6,24.0,43.0,14.0
9283,0.487,0.667,0.462,22.0,41.0,14.0
9284,0.439,0.5,0.545,13.0,46.0,19.0
9285,0.3779999999999999,0.6859999999999999,0.278,14.0,44.0,16.0
9286,0.348,0.6559999999999999,0.3,15.0,57.0,17.0
9287,0.3779999999999999,0.879,0.37,16.0,48.0,19.0
9288,0.469,0.826,0.474,13.0,28.0,18.0
9289,0.5,0.8240000000000001,0.636,20.0,40.0,13.0
9290,0.45,0.833,0.414,25.0,34.0,17.0
9291,0.419,0.654,0.25,21.0,31.0,12.0
9292,0.514,0.8390000000000001,0.353,24.0,46.0,8.0
9293,0.381,0.8,0.474,15.0,33.0,19.0
9294,0.435,0.667,0.3329999999999999,24.0,38.0,10.0
9295,0.3879999999999999,0.841,0.133,16.0,47.0,18.0
9296,0.304,0.706,0.1669999999999999,5.0,40.0,14.0
9297,0.356,0.8,0.15,18.0,39.0,18.0
9298,0.486,0.76,0.4,19.0,37.0,19.0
9299,0.3879999999999999,0.6940000000000001,0.267,17.0,45.0,13.0
9300,0.386,0.688,0.278,17.0,40.0,16.0
9301,0.484,0.833,0.444,21.0,46.0,10.0
9302,0.3720000000000001,0.7,0.211,17.0,25.0,13.0
9303,0.4629999999999999,0.765,0.385,20.0,44.0,16.0
9304,0.472,0.762,0.25,24.0,38.0,14.0
9305,0.446,0.5329999999999999,0.421,21.0,37.0,6.0
9306,0.478,0.742,0.5,15.0,37.0,16.0
9307,0.4320000000000001,0.882,0.292,12.0,49.0,11.0
9308,0.525,0.871,0.5,20.0,44.0,14.0
9309,0.4589999999999999,0.745,0.364,25.0,45.0,13.0
9310,0.429,0.607,0.348,14.0,45.0,12.0
9311,0.43,0.591,0.143,21.0,51.0,12.0
9312,0.397,0.958,0.385,22.0,36.0,20.0
