,fg_pct_away,ft_pct_away,fg3_pct_away,ast_away,reb_away,to_away
14314,0.434,0.625,0.364,19.0,32.0,17.0
14315,0.386,0.895,0.25,12.0,41.0,18.0
14316,0.493,0.833,0.5,18.0,32.0,12.0
14317,0.364,0.8240000000000001,0.231,11.0,44.0,12.0
14318,0.4379999999999999,0.7070000000000001,0.067,22.0,31.0,12.0
14319,0.373,0.6920000000000001,0.444,14.0,39.0,15.0
14320,0.494,0.778,0.462,22.0,43.0,10.0
14321,0.544,0.868,0.462,28.0,45.0,11.0
14322,0.425,0.96,0.273,15.0,44.0,14.0
14323,0.4029999999999999,0.774,0.3329999999999999,16.0,58.0,9.0
14324,0.417,0.677,0.529,22.0,47.0,8.0
14325,0.517,0.625,0.389,32.0,41.0,12.0
14326,0.441,0.7929999999999999,0.385,17.0,32.0,13.0
14327,0.444,0.774,0.231,13.0,31.0,18.0
14328,0.471,0.737,0.222,22.0,40.0,13.0
14329,0.521,0.9,0.313,23.0,34.0,16.0
14330,0.408,0.846,0.1,14.0,35.0,20.0
14331,0.4629999999999999,0.613,0.375,15.0,40.0,18.0
14332,0.435,0.588,0.385,18.0,33.0,21.0
14333,0.405,0.667,0.4,15.0,34.0,19.0
14334,0.471,0.941,0.308,22.0,46.0,13.0
14335,0.3939999999999999,0.813,0.111,13.0,30.0,14.0
14336,0.473,0.826,0.556,26.0,25.0,20.0
14337,0.42,0.619,0.417,17.0,42.0,9.0
14338,0.5,0.92,0.417,25.0,26.0,13.0
14339,0.386,0.778,0.182,17.0,39.0,14.0
14340,0.494,0.75,0.389,27.0,43.0,16.0
14341,0.535,0.8109999999999999,0.526,24.0,21.0,20.0
14342,0.471,0.7390000000000001,0.316,25.0,50.0,15.0
14343,0.5710000000000001,0.667,0.4639999999999999,29.0,30.0,8.0
14344,0.5,0.583,0.25,24.0,43.0,13.0
14345,0.337,0.917,0.345,21.0,53.0,11.0
14346,0.425,0.69,0.385,16.0,46.0,8.0
14347,0.429,0.833,0.55,28.0,51.0,17.0
14348,0.542,0.778,0.5,21.0,35.0,16.0
14349,0.423,0.7140000000000001,0.267,18.0,36.0,13.0
14350,0.486,0.758,0.5329999999999999,27.0,49.0,20.0
14351,0.375,0.71,0.071,16.0,46.0,12.0
14352,0.411,0.688,0.32,20.0,42.0,7.0
14353,0.527,0.741,0.462,20.0,33.0,12.0
14354,0.4639999999999999,0.649,0.4,22.0,45.0,9.0
14355,0.44,0.853,0.353,19.0,36.0,14.0
14356,0.446,0.6829999999999999,0.2,20.0,45.0,22.0
14357,0.481,0.643,0.389,24.0,41.0,8.0
14358,0.494,0.72,0.5,24.0,39.0,19.0
14359,0.552,0.833,0.4,21.0,34.0,17.0
14360,0.4379999999999999,0.885,0.261,21.0,36.0,11.0
14361,0.431,0.75,0.318,16.0,39.0,14.0
14362,0.364,0.852,0.294,17.0,43.0,12.0
14363,0.449,0.682,0.579,22.0,31.0,16.0
14364,0.425,0.65,0.3929999999999999,26.0,46.0,15.0
14365,0.361,0.737,0.273,15.0,32.0,17.0
14366,0.5,0.775,0.364,17.0,37.0,12.0
14367,0.446,0.8079999999999999,0.2,24.0,51.0,14.0
14368,0.5,0.8,0.4,28.0,42.0,7.0
14369,0.312,0.87,0.304,16.0,45.0,8.0
14370,0.5,0.72,0.467,20.0,35.0,14.0
14371,0.422,0.7859999999999999,0.412,17.0,49.0,6.0
14372,0.521,0.815,0.412,19.0,31.0,17.0
14373,0.524,0.963,0.545,21.0,38.0,17.0
14374,0.435,0.765,0.318,21.0,43.0,18.0
14375,0.361,0.7140000000000001,0.1669999999999999,16.0,50.0,13.0
14376,0.4629999999999999,0.711,0.429,23.0,39.0,16.0
14377,0.5,0.857,0.4,20.0,38.0,11.0
14378,0.517,0.743,0.615,34.0,35.0,11.0
14379,0.474,0.8,0.381,19.0,39.0,9.0
14380,0.481,0.696,0.444,21.0,40.0,15.0
14381,0.513,0.72,0.44,28.0,38.0,20.0
14382,0.422,0.75,0.294,14.0,42.0,16.0
14383,0.608,0.857,0.3939999999999999,35.0,39.0,10.0
14384,0.5579999999999999,0.85,0.381,26.0,35.0,12.0
14385,0.429,0.655,0.111,19.0,39.0,16.0
14386,0.471,0.7809999999999999,0.455,23.0,41.0,14.0
14387,0.4479999999999999,0.632,0.375,22.0,36.0,10.0
14388,0.477,0.7,0.278,19.0,36.0,23.0
14389,0.434,0.647,0.304,25.0,32.0,15.0
14390,0.545,0.619,0.625,20.0,43.0,17.0
14391,0.452,0.731,0.462,18.0,36.0,18.0
14392,0.486,0.8420000000000001,0.25,22.0,40.0,18.0
14393,0.457,0.706,0.35,19.0,33.0,16.0
14394,0.457,0.71,0.182,24.0,45.0,20.0
14395,0.461,0.737,0.368,20.0,35.0,8.0
14396,0.45,0.5,0.304,25.0,45.0,11.0
14397,0.466,0.765,0.25,19.0,48.0,7.0
14398,0.4579999999999999,0.706,0.478,24.0,45.0,7.0
14399,0.439,0.643,0.667,23.0,35.0,8.0
14400,0.416,0.758,0.273,14.0,38.0,13.0
14401,0.479,0.72,0.25,25.0,35.0,21.0
14402,0.508,0.857,1.0,15.0,27.0,13.0
14403,0.523,0.8420000000000001,0.471,19.0,39.0,9.0
14404,0.355,0.5329999999999999,0.267,17.0,40.0,14.0
14405,0.471,0.88,0.429,27.0,42.0,12.0
14406,0.457,0.6559999999999999,0.529,18.0,44.0,18.0
14407,0.444,0.8079999999999999,0.37,17.0,37.0,9.0
14408,0.418,0.722,0.214,25.0,43.0,16.0
14409,0.461,0.649,0.517,21.0,47.0,16.0
14410,0.478,0.5,0.24,28.0,57.0,19.0
14411,0.487,0.84,0.25,27.0,45.0,15.0
14412,0.364,0.625,0.3329999999999999,22.0,55.0,17.0
14413,0.4379999999999999,0.84,0.5,18.0,50.0,7.0
14414,0.494,0.72,0.2,22.0,35.0,8.0
14415,0.5,0.609,0.217,25.0,33.0,17.0
14416,0.481,0.636,0.235,20.0,47.0,12.0
14417,0.41,0.65,0.455,14.0,39.0,16.0
14418,0.442,0.682,0.25,26.0,41.0,13.0
14419,0.478,0.857,0.45,20.0,40.0,14.0
14420,0.422,0.69,0.409,22.0,41.0,14.0
14421,0.33,0.65,0.071,16.0,40.0,17.0
14422,0.494,0.773,0.235,15.0,37.0,18.0
14423,0.449,0.833,0.263,19.0,28.0,16.0
14424,0.429,0.909,0.278,16.0,33.0,14.0
14425,0.4479999999999999,0.688,0.429,26.0,48.0,11.0
14426,0.449,0.5,0.4,22.0,41.0,14.0
14427,0.476,0.636,0.125,26.0,42.0,14.0
14428,0.494,0.65,0.3329999999999999,25.0,45.0,26.0
14429,0.5,0.75,0.353,23.0,31.0,17.0
14430,0.5429999999999999,0.667,0.5379999999999999,31.0,42.0,11.0
14431,0.4679999999999999,0.75,0.5,24.0,47.0,18.0
14432,0.469,0.826,0.385,20.0,39.0,19.0
14433,0.354,0.622,0.1669999999999999,7.0,38.0,15.0
14434,0.418,0.727,0.45,19.0,44.0,14.0
14435,0.349,0.652,0.3329999999999999,15.0,49.0,16.0
14436,0.4529999999999999,0.769,0.381,16.0,32.0,9.0
14437,0.41,0.8059999999999999,0.1669999999999999,19.0,39.0,12.0
14438,0.462,0.679,0.3,17.0,35.0,16.0
14439,0.4529999999999999,0.871,0.316,26.0,46.0,13.0
14440,0.469,0.68,0.353,21.0,44.0,13.0
14441,0.542,0.792,0.35,23.0,38.0,16.0
14442,0.4529999999999999,0.826,0.529,16.0,38.0,20.0
14443,0.395,0.684,0.261,18.0,43.0,14.0
14444,0.4029999999999999,0.722,0.318,22.0,44.0,15.0
14445,0.446,0.833,0.625,19.0,48.0,13.0
14446,0.424,0.619,0.222,27.0,55.0,19.0
14447,0.556,0.821,0.412,36.0,38.0,20.0
14448,0.494,0.742,0.346,32.0,46.0,11.0
14449,0.402,0.895,0.435,20.0,41.0,14.0
14450,0.494,0.885,0.5,22.0,41.0,17.0
14451,0.397,0.6970000000000001,0.286,12.0,46.0,14.0
14452,0.358,0.857,0.25,14.0,47.0,9.0
14453,0.31,0.6970000000000001,0.231,8.0,44.0,16.0
14454,0.488,0.7859999999999999,0.4379999999999999,26.0,30.0,17.0
14455,0.304,0.622,0.143,14.0,37.0,25.0
14456,0.508,0.933,0.565,19.0,28.0,19.0
14457,0.4629999999999999,0.8,0.529,15.0,38.0,16.0
14458,0.4429999999999999,0.893,0.387,26.0,40.0,13.0
14459,0.5,0.6970000000000001,0.3,19.0,38.0,14.0
14460,0.477,0.75,0.25,23.0,45.0,10.0
14461,0.42,0.778,0.3,16.0,47.0,14.0
14462,0.451,0.813,0.455,19.0,37.0,13.0
14463,0.593,0.741,0.556,30.0,29.0,10.0
14464,0.4320000000000001,0.7829999999999999,0.385,21.0,38.0,10.0
14465,0.519,0.963,0.6,23.0,41.0,9.0
14466,0.4679999999999999,0.889,0.318,18.0,31.0,16.0
14467,0.485,0.64,0.5,20.0,35.0,21.0
14468,0.4270000000000001,0.5710000000000001,0.4,24.0,41.0,9.0
14469,0.507,0.6409999999999999,0.417,27.0,38.0,12.0
14470,0.529,0.789,0.433,36.0,56.0,19.0
14471,0.494,0.757,0.1669999999999999,26.0,42.0,16.0
14472,0.377,0.6759999999999999,0.263,19.0,51.0,12.0
14473,0.379,0.563,0.321,12.0,46.0,13.0
14474,0.421,0.963,0.481,24.0,40.0,8.0
14475,0.523,0.731,0.563,20.0,41.0,21.0
14476,0.434,0.826,0.353,23.0,43.0,15.0
14477,0.4429999999999999,0.895,0.286,19.0,35.0,12.0
14478,0.471,0.8420000000000001,0.3329999999999999,18.0,44.0,15.0
14479,0.4379999999999999,0.95,0.412,23.0,34.0,13.0
14480,0.461,0.8640000000000001,0.429,22.0,40.0,11.0
14481,0.342,0.88,0.1669999999999999,14.0,43.0,12.0
14482,0.3939999999999999,0.75,0.091,12.0,37.0,13.0
14483,0.482,0.429,0.2,23.0,46.0,10.0
14484,0.527,0.767,0.462,28.0,36.0,11.0
14485,0.405,0.515,0.429,20.0,52.0,14.0
14486,0.563,0.857,0.353,32.0,34.0,16.0
14487,0.321,0.792,0.375,13.0,43.0,17.0
14488,0.429,0.826,0.35,25.0,35.0,17.0
14489,0.422,0.912,0.355,22.0,39.0,19.0
14490,0.451,0.773,0.231,13.0,34.0,14.0
14491,0.529,0.8290000000000001,0.385,14.0,33.0,21.0
14492,0.447,0.765,0.294,26.0,45.0,10.0
14493,0.447,0.8,0.381,20.0,44.0,13.0
14494,0.44,0.905,0.4379999999999999,19.0,45.0,13.0
14495,0.391,0.727,0.25,21.0,51.0,13.0
14496,0.385,0.667,0.267,24.0,47.0,10.0
14497,0.4379999999999999,0.7559999999999999,0.385,19.0,40.0,11.0
14498,0.419,0.632,0.31,13.0,43.0,13.0
14499,0.5,0.769,0.483,27.0,39.0,14.0
14500,0.315,0.853,0.222,9.0,31.0,21.0
14501,0.435,0.7709999999999999,0.267,10.0,50.0,15.0
14502,0.4639999999999999,0.833,0.3329999999999999,13.0,35.0,11.0
14503,0.422,0.7140000000000001,0.35,16.0,41.0,13.0
14504,0.4,0.682,0.3329999999999999,13.0,41.0,19.0
14505,0.473,0.737,0.318,17.0,40.0,16.0
14506,0.471,0.875,0.3329999999999999,13.0,37.0,16.0
14507,0.348,0.6970000000000001,0.4,18.0,45.0,13.0
14508,0.4579999999999999,0.8240000000000001,0.375,26.0,45.0,18.0
14509,0.409,0.882,0.286,14.0,44.0,15.0
14510,0.474,0.7829999999999999,0.429,27.0,46.0,20.0
14511,0.455,0.8,0.286,16.0,41.0,10.0
14512,0.484,0.871,0.3,12.0,28.0,14.0
14513,0.4370000000000001,0.833,0.364,19.0,51.0,11.0
14514,0.291,0.696,0.3329999999999999,15.0,36.0,11.0
14515,0.442,0.542,0.294,26.0,41.0,19.0
14516,0.575,0.6920000000000001,0.6,25.0,32.0,19.0
14517,0.4429999999999999,0.913,0.3329999999999999,24.0,42.0,14.0
14518,0.414,0.667,0.389,27.0,47.0,10.0
14519,0.4,0.7390000000000001,0.313,25.0,43.0,13.0
14520,0.439,0.85,0.357,17.0,38.0,6.0
14521,0.424,0.792,0.4379999999999999,24.0,49.0,13.0
14522,0.513,0.826,0.526,20.0,43.0,7.0
14523,0.461,0.7829999999999999,0.4,17.0,50.0,13.0
14524,0.4320000000000001,0.792,0.143,17.0,50.0,18.0
14525,0.523,0.705,0.391,23.0,51.0,11.0
14526,0.493,0.833,0.2,15.0,35.0,13.0
14527,0.4629999999999999,0.889,0.4,29.0,42.0,15.0
14528,0.483,0.706,0.259,26.0,40.0,17.0
14529,0.481,0.743,0.385,21.0,40.0,14.0
14530,0.605,0.762,0.4,24.0,38.0,11.0
14531,0.475,0.875,0.391,33.0,42.0,10.0
14532,0.425,0.84,0.3,16.0,39.0,4.0
14533,0.5,0.68,0.3329999999999999,20.0,32.0,8.0
14534,0.494,0.618,0.1669999999999999,20.0,51.0,11.0
14535,0.507,0.682,0.143,17.0,28.0,18.0
14536,0.384,0.85,0.263,14.0,45.0,17.0
14537,0.395,0.645,0.31,17.0,46.0,6.0
14538,0.414,0.72,0.304,24.0,38.0,10.0
14539,0.421,0.64,0.5,15.0,30.0,6.0
14540,0.456,0.8,0.25,27.0,45.0,12.0
14541,0.494,0.607,0.357,17.0,41.0,11.0
14542,0.494,0.667,0.5710000000000001,25.0,38.0,16.0
14543,0.4379999999999999,0.852,0.5,13.0,42.0,16.0
14544,0.392,0.895,0.429,19.0,35.0,17.0
14545,0.345,0.76,0.2,18.0,38.0,13.0
14546,0.5,0.826,0.409,30.0,34.0,14.0
14547,0.519,0.7829999999999999,0.563,22.0,45.0,17.0
14548,0.42,0.762,0.192,23.0,49.0,16.0
14549,0.395,0.8,0.429,21.0,43.0,9.0
14550,0.42,0.81,0.235,13.0,39.0,19.0
14551,0.441,0.722,0.318,21.0,44.0,10.0
14552,0.3429999999999999,0.882,0.4379999999999999,17.0,33.0,8.0
14553,0.5,0.816,0.667,28.0,45.0,13.0
14554,0.493,0.84,0.273,26.0,30.0,14.0
14555,0.462,0.767,0.3329999999999999,25.0,40.0,21.0
14556,0.4529999999999999,0.667,0.5329999999999999,16.0,46.0,12.0
14557,0.406,0.759,0.2,13.0,43.0,9.0
14558,0.461,0.522,0.267,16.0,35.0,13.0
14559,0.37,0.645,0.258,17.0,49.0,15.0
14560,0.597,0.722,0.5710000000000001,24.0,38.0,18.0
14561,0.519,0.76,0.615,23.0,31.0,16.0
14562,0.46,0.75,0.278,16.0,56.0,15.0
14563,0.466,0.882,0.381,22.0,40.0,16.0
14564,0.405,0.8059999999999999,0.143,14.0,44.0,19.0
14565,0.405,0.792,0.286,24.0,42.0,19.0
14566,0.371,0.8420000000000001,0.2689999999999999,13.0,46.0,14.0
14567,0.352,0.81,0.176,18.0,38.0,14.0
14568,0.347,0.6,0.0,13.0,37.0,9.0
14569,0.374,0.7140000000000001,0.231,11.0,52.0,10.0
14570,0.486,0.657,0.429,22.0,35.0,15.0
14571,0.421,0.7879999999999999,0.2,20.0,34.0,11.0
14572,0.439,0.767,0.3329999999999999,21.0,44.0,13.0
14573,0.514,0.762,0.643,24.0,37.0,21.0
14574,0.423,0.594,0.3329999999999999,18.0,39.0,17.0
14575,0.4629999999999999,0.72,0.286,23.0,33.0,19.0
14576,0.474,0.818,0.3329999999999999,23.0,36.0,12.0
14577,0.529,0.7290000000000001,0.4379999999999999,17.0,36.0,11.0
14578,0.436,0.75,0.5,13.0,45.0,19.0
14579,0.5,0.889,0.375,22.0,34.0,16.0
14580,0.446,0.857,0.48,23.0,54.0,14.0
14581,0.439,0.833,0.28,22.0,56.0,10.0
14582,0.489,0.789,0.563,27.0,45.0,13.0
14583,0.4589999999999999,0.619,0.5,27.0,39.0,15.0
14584,0.397,0.72,1.0,17.0,32.0,6.0
14585,0.4029999999999999,0.731,0.308,16.0,41.0,12.0
14586,0.319,0.727,0.5,14.0,42.0,10.0
14587,0.465,0.865,0.25,21.0,43.0,14.0
14588,0.36,0.667,0.348,17.0,48.0,17.0
14589,0.462,0.757,0.3329999999999999,18.0,37.0,12.0
14590,0.568,0.929,0.091,19.0,40.0,11.0
14591,0.43,0.7879999999999999,0.25,18.0,35.0,22.0
14592,0.408,0.667,0.364,17.0,43.0,14.0
14593,0.452,0.63,0.308,21.0,48.0,14.0
14594,0.472,0.815,0.2,18.0,36.0,11.0
14595,0.402,0.727,0.083,8.0,45.0,17.0
14596,0.457,0.536,0.25,23.0,40.0,13.0
14597,0.442,0.731,0.286,16.0,43.0,15.0
14598,0.392,0.75,0.217,16.0,31.0,17.0
14599,0.629,0.706,0.75,33.0,32.0,12.0
14600,0.392,0.636,0.3329999999999999,12.0,50.0,18.0
14601,0.42,0.636,0.154,19.0,43.0,13.0
14602,0.374,0.647,0.259,20.0,53.0,15.0
14603,0.363,0.636,0.143,15.0,47.0,7.0
14604,0.435,0.741,0.375,18.0,39.0,16.0
14605,0.434,0.8859999999999999,0.231,24.0,41.0,18.0
14606,0.356,0.6,0.188,22.0,48.0,19.0
14607,0.419,0.8,0.345,28.0,42.0,12.0
14608,0.486,0.767,0.5379999999999999,20.0,39.0,16.0
14609,0.465,0.813,0.267,24.0,34.0,12.0
14610,0.539,0.65,0.375,28.0,34.0,9.0
14611,0.425,0.826,0.385,17.0,37.0,10.0
14612,0.449,0.71,0.455,23.0,39.0,13.0
14613,0.482,0.757,0.375,18.0,37.0,17.0
14614,0.479,0.792,0.5,28.0,45.0,5.0
14615,0.41,0.8079999999999999,0.1669999999999999,21.0,36.0,15.0
14616,0.455,0.5,0.429,25.0,45.0,19.0
14617,0.514,0.81,0.235,24.0,38.0,17.0
14618,0.4539999999999999,0.792,0.3329999999999999,20.0,41.0,16.0
14619,0.412,0.926,0.222,16.0,33.0,12.0
14620,0.442,0.7240000000000001,0.286,28.0,51.0,20.0
14621,0.483,0.8,0.375,18.0,33.0,15.0
14622,0.535,0.897,0.526,13.0,48.0,11.0
14623,0.4379999999999999,0.75,0.25,18.0,50.0,10.0
14624,0.494,0.6920000000000001,0.5,20.0,51.0,17.0
14625,0.5,0.87,0.389,22.0,40.0,11.0
14626,0.557,0.619,0.5329999999999999,28.0,35.0,23.0
14627,0.369,0.763,0.667,12.0,38.0,19.0
14628,0.434,0.8,0.25,18.0,39.0,19.0
14629,0.425,0.867,0.3,27.0,44.0,12.0
14630,0.422,0.81,0.4379999999999999,22.0,42.0,18.0
14631,0.455,0.75,0.389,25.0,34.0,10.0
14632,0.52,0.867,0.5379999999999999,13.0,30.0,13.0
14633,0.568,0.579,0.471,22.0,36.0,11.0
14634,0.419,0.95,0.375,16.0,36.0,14.0
14635,0.4270000000000001,0.813,0.471,20.0,36.0,10.0
14636,0.479,0.853,0.286,23.0,39.0,15.0
14637,0.474,0.636,0.158,18.0,35.0,19.0
14638,0.4,0.87,0.1669999999999999,15.0,45.0,11.0
14639,0.452,0.579,0.345,23.0,41.0,13.0
14640,0.3670000000000001,0.742,0.368,17.0,49.0,17.0
14641,0.494,0.737,0.5,16.0,33.0,13.0
14642,0.484,0.8059999999999999,0.5,25.0,44.0,16.0
14643,0.3929999999999999,0.667,0.242,25.0,50.0,10.0
14644,0.525,0.8420000000000001,0.409,22.0,39.0,13.0
14645,0.506,0.88,0.375,23.0,38.0,14.0
14646,0.4629999999999999,0.7140000000000001,0.417,22.0,40.0,19.0
14647,0.527,0.71,0.471,24.0,32.0,14.0
14648,0.5,0.8420000000000001,0.3329999999999999,18.0,32.0,12.0
14649,0.506,0.7829999999999999,0.545,24.0,45.0,9.0
14650,0.425,0.909,0.375,19.0,50.0,9.0
14651,0.451,0.9,0.455,18.0,43.0,16.0
14652,0.449,0.718,0.5329999999999999,19.0,46.0,18.0
14653,0.36,0.68,0.231,12.0,38.0,19.0
14654,0.57,0.897,0.5379999999999999,28.0,39.0,16.0
14655,0.465,0.7140000000000001,0.308,23.0,30.0,13.0
14656,0.452,0.71,0.2,22.0,39.0,13.0
14657,0.488,0.727,0.444,18.0,40.0,14.0
14658,0.521,0.758,0.25,23.0,31.0,17.0
14659,0.519,0.7140000000000001,0.423,24.0,34.0,16.0
14660,0.39,0.682,0.1669999999999999,12.0,45.0,10.0
14661,0.414,0.7859999999999999,0.387,21.0,45.0,12.0
14662,0.444,0.722,0.5,14.0,39.0,15.0
14663,0.489,0.71,0.3329999999999999,26.0,36.0,7.0
14664,0.365,0.9,0.25,16.0,40.0,18.0
14665,0.535,0.72,0.25,20.0,37.0,19.0
14666,0.457,0.706,0.3329999999999999,15.0,34.0,15.0
14667,0.483,0.471,0.5,22.0,43.0,15.0
14668,0.405,0.853,0.3329999999999999,18.0,40.0,16.0
14669,0.4039999999999999,0.765,0.387,19.0,44.0,16.0
14670,0.588,0.72,0.2,25.0,31.0,4.0
14671,0.4679999999999999,0.818,0.286,23.0,54.0,16.0
14672,0.493,0.652,0.6,16.0,38.0,10.0
14673,0.5,0.727,0.368,26.0,44.0,14.0
14674,0.417,0.8420000000000001,0.379,30.0,53.0,20.0
14675,0.521,0.618,0.375,25.0,42.0,15.0
14676,0.451,0.8,0.1,21.0,38.0,12.0
14677,0.47,0.846,0.412,14.0,39.0,14.0
14678,0.479,0.84,0.385,22.0,46.0,15.0
14679,0.466,0.65,0.429,32.0,39.0,12.0
14680,0.39,0.889,0.375,14.0,40.0,10.0
14681,0.472,0.647,0.3329999999999999,26.0,34.0,16.0
14682,0.377,0.8059999999999999,0.3329999999999999,16.0,32.0,13.0
14683,0.477,0.76,0.3329999999999999,17.0,41.0,16.0
14684,0.471,0.75,0.091,18.0,39.0,14.0
14685,0.42,0.765,0.3,21.0,48.0,18.0
14686,0.4379999999999999,0.7559999999999999,0.3,14.0,31.0,14.0
14687,0.513,0.696,0.5379999999999999,30.0,38.0,13.0
14688,0.493,0.731,0.389,28.0,46.0,21.0
14689,0.513,0.706,0.1669999999999999,24.0,40.0,19.0
14690,0.476,0.778,0.364,27.0,38.0,16.0
14691,0.4270000000000001,0.805,0.313,26.0,43.0,14.0
14692,0.377,0.75,0.15,8.0,26.0,14.0
14693,0.4379999999999999,0.952,0.278,16.0,33.0,21.0
14694,0.514,0.852,0.25,25.0,36.0,16.0
14695,0.446,0.81,0.45,27.0,38.0,20.0
14696,0.481,0.85,0.353,17.0,41.0,13.0
14697,0.4320000000000001,0.6,0.19,22.0,37.0,18.0
14698,0.429,0.769,0.3329999999999999,19.0,41.0,7.0
14699,0.514,0.615,0.5,17.0,21.0,16.0
14700,0.52,0.857,0.467,26.0,32.0,9.0
14701,0.425,0.774,0.467,13.0,56.0,5.0
14702,0.529,0.85,0.278,30.0,47.0,13.0
14703,0.416,0.742,0.294,15.0,41.0,12.0
14704,0.476,0.857,0.423,25.0,37.0,11.0
14705,0.514,0.65,0.522,28.0,33.0,19.0
14706,0.551,0.789,0.471,19.0,39.0,10.0
14707,0.523,0.667,0.25,21.0,31.0,14.0
14708,0.3879999999999999,0.7879999999999999,0.267,18.0,40.0,14.0
14709,0.517,0.75,0.4,18.0,35.0,14.0
14710,0.325,0.5710000000000001,0.357,14.0,34.0,12.0
14711,0.457,0.821,0.5,20.0,40.0,18.0
14712,0.442,0.905,0.222,25.0,41.0,12.0
14713,0.384,0.75,0.2,15.0,41.0,19.0
14714,0.429,0.667,0.222,18.0,38.0,15.0
14715,0.44,0.875,0.25,17.0,51.0,20.0
14716,0.472,0.65,0.5,16.0,38.0,13.0
14717,0.447,0.727,0.3329999999999999,16.0,35.0,16.0
14718,0.606,0.875,0.45,32.0,40.0,19.0
14719,0.5,0.8,0.409,17.0,38.0,10.0
14720,0.444,0.5,0.5,17.0,35.0,6.0
14721,0.494,0.742,0.25,22.0,40.0,16.0
14722,0.4320000000000001,0.75,0.381,23.0,41.0,14.0
14723,0.479,0.778,0.3329999999999999,19.0,40.0,19.0
14724,0.456,0.75,0.25,25.0,39.0,13.0
14725,0.434,0.7829999999999999,0.357,16.0,35.0,19.0
14726,0.389,0.5770000000000001,0.231,13.0,40.0,18.0
14727,0.521,0.815,0.5479999999999999,43.0,39.0,12.0
14728,0.475,0.643,0.412,23.0,44.0,12.0
14729,0.434,0.652,0.429,24.0,48.0,12.0
14730,0.462,0.905,0.3329999999999999,24.0,35.0,15.0
14731,0.4589999999999999,0.769,0.273,26.0,37.0,6.0
14732,0.411,0.731,0.125,12.0,34.0,18.0
14733,0.412,0.929,0.3329999999999999,17.0,30.0,12.0
14734,0.488,0.81,0.7,18.0,34.0,10.0
14735,0.4270000000000001,0.833,0.429,23.0,38.0,16.0
14736,0.348,0.733,0.478,21.0,48.0,15.0
14737,0.466,0.7859999999999999,0.667,22.0,29.0,17.0
14738,0.416,0.7929999999999999,0.407,20.0,39.0,19.0
14739,0.478,0.647,0.4,20.0,49.0,17.0
14740,0.41,0.917,0.375,21.0,43.0,13.0
14741,0.41,0.778,0.3,16.0,46.0,6.0
14742,0.39,0.6,0.471,11.0,35.0,21.0
14743,0.429,0.909,0.267,22.0,46.0,14.0
14744,0.386,0.944,0.261,18.0,28.0,23.0
14745,0.407,0.741,0.12,20.0,43.0,9.0
14746,0.392,0.8059999999999999,0.476,20.0,39.0,12.0
14747,0.434,0.68,0.412,22.0,32.0,13.0
14748,0.407,0.688,0.25,20.0,34.0,12.0
14749,0.4029999999999999,0.7190000000000001,0.125,15.0,39.0,17.0
14750,0.381,0.652,0.375,16.0,34.0,15.0
14751,0.529,0.56,0.364,19.0,42.0,14.0
14752,0.433,0.75,0.313,24.0,28.0,22.0
14753,0.519,0.727,0.357,22.0,42.0,17.0
14754,0.407,0.9,0.238,18.0,35.0,15.0
14755,0.513,0.731,0.471,21.0,33.0,21.0
14756,0.4679999999999999,0.632,0.294,18.0,32.0,16.0
14757,0.4,0.939,0.421,21.0,40.0,14.0
14758,0.409,0.857,0.1,19.0,50.0,11.0
14759,0.507,0.636,0.5,23.0,41.0,12.0
14760,0.494,0.75,0.1669999999999999,19.0,40.0,18.0
14761,0.425,0.7070000000000001,0.25,18.0,36.0,14.0
14762,0.282,0.65,0.261,12.0,41.0,14.0
14763,0.4589999999999999,0.6,0.385,26.0,54.0,26.0
14764,0.465,0.846,0.421,15.0,31.0,17.0
14765,0.5,0.526,0.3329999999999999,17.0,37.0,15.0
14766,0.482,0.6759999999999999,0.37,29.0,44.0,19.0
14767,0.522,0.833,0.417,21.0,33.0,10.0
14768,0.525,0.75,0.467,22.0,36.0,21.0
14769,0.526,0.586,0.4379999999999999,20.0,42.0,15.0
14770,0.434,0.688,0.4,20.0,48.0,10.0
14771,0.477,0.68,0.5710000000000001,25.0,43.0,15.0
14772,0.4529999999999999,0.875,0.353,24.0,52.0,18.0
14773,0.442,0.586,0.3329999999999999,14.0,38.0,19.0
14774,0.511,0.654,0.357,18.0,43.0,14.0
14775,0.493,0.737,0.273,22.0,41.0,10.0
14776,0.5329999999999999,0.652,0.471,24.0,37.0,10.0
14777,0.449,0.643,0.467,13.0,45.0,10.0
14778,0.47,0.71,0.222,26.0,34.0,16.0
14779,0.366,0.7879999999999999,0.235,20.0,37.0,7.0
14780,0.529,0.667,0.563,20.0,36.0,14.0
14781,0.48,0.909,0.364,26.0,40.0,11.0
14782,0.4679999999999999,0.735,0.1669999999999999,13.0,35.0,9.0
14783,0.397,0.643,0.3329999999999999,16.0,34.0,11.0
14784,0.382,0.7140000000000001,0.342,20.0,36.0,15.0
14785,0.507,0.727,0.286,21.0,40.0,14.0
14786,0.452,0.7040000000000001,0.556,13.0,36.0,16.0
14787,0.426,0.6920000000000001,0.455,25.0,49.0,16.0
14788,0.419,0.75,0.444,24.0,44.0,20.0
14789,0.4579999999999999,0.64,0.5,23.0,35.0,11.0
14790,0.449,0.85,0.318,14.0,42.0,14.0
14791,0.478,0.5670000000000001,0.222,19.0,36.0,22.0
