,result
7770,23.0
7771,7.0
7772,-3.0
7773,3.0
7774,-6.0
7775,8.0
7776,4.0
7777,2.0
7778,7.0
7779,-10.0
7780,22.0
7781,21.0
7782,-10.0
7783,17.0
7784,29.0
7785,-9.0
7786,16.0
7787,12.0
7788,-8.0
7789,-8.0
7790,-7.0
7791,10.0
7792,9.0
7793,-9.0
7794,13.0
7795,3.0
7796,-8.0
7797,-10.0
7798,11.0
7799,-13.0
7800,12.0
7801,2.0
7802,14.0
7803,13.0
7804,9.0
7805,2.0
7806,12.0
7807,39.0
7808,13.0
7809,8.0
7810,-5.0
7811,31.0
7812,-17.0
7813,-9.0
7814,-7.0
7815,14.0
7816,26.0
7817,16.0
7818,-7.0
7819,13.0
7820,5.0
7821,30.0
7822,9.0
7823,11.0
7824,-11.0
7825,-8.0
7826,-7.0
7827,12.0
7828,6.0
7829,-5.0
7830,14.0
7831,-10.0
7832,6.0
7833,8.0
7834,-3.0
7835,-3.0
7836,6.0
7837,27.0
7838,15.0
7839,-12.0
7840,-14.0
7841,3.0
7842,-5.0
7843,-11.0
7844,8.0
7845,8.0
7846,16.0
7847,5.0
7848,10.0
7849,10.0
7850,-5.0
7851,4.0
7852,24.0
7853,-13.0
7854,-21.0
7855,-7.0
7856,12.0
7857,16.0
7858,20.0
7859,8.0
7860,15.0
7861,22.0
7862,-11.0
7863,-23.0
7864,35.0
7865,-3.0
7866,4.0
7867,15.0
7868,6.0
7869,-1.0
7870,-12.0
7871,23.0
7872,-3.0
7873,-6.0
7874,-13.0
7875,-14.0
7876,-8.0
7877,15.0
7878,-11.0
7879,9.0
7880,25.0
7881,7.0
7882,-7.0
7883,22.0
7884,3.0
7885,11.0
7886,15.0
7887,18.0
7888,19.0
7889,-8.0
7890,35.0
7891,-16.0
7892,-8.0
7893,-4.0
7894,9.0
7895,6.0
7896,27.0
7897,28.0
7898,14.0
7899,2.0
7900,17.0
7901,-10.0
7902,12.0
7903,9.0
7904,11.0
7905,8.0
7906,-14.0
7907,-5.0
7908,-8.0
7909,11.0
7910,10.0
7911,13.0
7912,5.0
7913,4.0
7914,-8.0
7915,6.0
7916,39.0
7917,16.0
7918,17.0
7919,40.0
7920,9.0
7921,16.0
7922,5.0
7923,3.0
7924,8.0
7925,11.0
7926,10.0
7927,-22.0
7928,15.0
7929,-28.0
7930,-21.0
7931,7.0
7932,11.0
7933,7.0
7934,20.0
7935,-15.0
7936,-2.0
7937,21.0
7938,13.0
7939,3.0
7940,-13.0
7941,16.0
7942,20.0
7943,2.0
7944,-10.0
7945,9.0
7946,17.0
7947,-5.0
7948,-1.0
7949,18.0
7950,-16.0
7951,-3.0
7952,19.0
7953,25.0
7954,17.0
7955,-20.0
7956,14.0
7957,-36.0
7958,8.0
7959,3.0
7960,22.0
7961,25.0
7962,-6.0
7963,1.0
7964,9.0
7965,-8.0
7966,12.0
7967,-4.0
7968,-22.0
7969,13.0
7970,-1.0
7971,9.0
7972,4.0
7973,8.0
7974,2.0
7975,-11.0
7976,-1.0
7977,8.0
7978,-19.0
7979,17.0
7980,-25.0
7981,4.0
7982,8.0
7983,6.0
7984,15.0
7985,-1.0
7986,2.0
7987,3.0
7988,5.0
7989,7.0
7990,-1.0
7991,8.0
7992,4.0
7993,17.0
7994,4.0
7995,2.0
7996,20.0
7997,-19.0
7998,-1.0
7999,33.0
8000,-14.0
8001,-9.0
8002,14.0
8003,21.0
8004,11.0
8005,-9.0
8006,-25.0
8007,-4.0
8008,-7.0
8009,-10.0
8010,9.0
8011,3.0
8012,-2.0
8013,-2.0
8014,8.0
8015,-3.0
8016,4.0
8017,8.0
8018,-7.0
8019,11.0
8020,-6.0
8021,-6.0
8022,-10.0
8023,9.0
8024,15.0
8025,21.0
8026,12.0
8027,-20.0
8028,10.0
8029,27.0
8030,12.0
8031,-8.0
8032,-10.0
8033,36.0
8034,12.0
8035,8.0
8036,16.0
8037,-17.0
8038,6.0
8039,13.0
8040,-12.0
8041,11.0
8042,9.0
8043,-8.0
8044,-2.0
8045,-13.0
8046,9.0
8047,8.0
8048,3.0
8049,-18.0
8050,-7.0
8051,6.0
8052,7.0
8053,3.0
8054,25.0
8055,27.0
8056,16.0
8057,18.0
8058,11.0
8059,3.0
8060,4.0
8061,-12.0
8062,3.0
8063,5.0
8064,5.0
8065,2.0
8066,3.0
8067,-3.0
8068,-17.0
8069,4.0
8070,-14.0
8071,-4.0
8072,-6.0
8073,5.0
8074,17.0
8075,6.0
8076,9.0
8077,3.0
8078,6.0
8079,12.0
8080,21.0
8081,6.0
8082,-3.0
8083,-9.0
8084,2.0
8085,4.0
8086,5.0
8087,8.0
8088,-10.0
8089,8.0
8090,10.0
8091,11.0
8092,7.0
8093,18.0
8094,-4.0
8095,-18.0
8096,5.0
8097,32.0
8098,-19.0
8099,-4.0
8100,4.0
8101,24.0
8102,7.0
8103,3.0
8104,-8.0
8105,-13.0
8106,13.0
8107,9.0
8108,-8.0
8109,-2.0
8110,-10.0
8111,1.0
8112,-9.0
8113,7.0
8114,-12.0
8115,-7.0
8116,23.0
8117,8.0
8118,-8.0
8119,-3.0
8120,23.0
8121,-11.0
8122,7.0
8123,22.0
8124,-1.0
8125,25.0
8126,-1.0
8127,-14.0
8128,32.0
8129,21.0
8130,7.0
8131,9.0
8132,24.0
8133,12.0
8134,-23.0
8135,5.0
8136,16.0
8137,-11.0
8138,10.0
8139,9.0
8140,5.0
8141,12.0
8142,15.0
8143,11.0
8144,7.0
8145,16.0
8146,-11.0
8147,-9.0
8148,24.0
8149,-5.0
8150,-8.0
8151,7.0
8152,-5.0
8153,-10.0
8154,8.0
8155,4.0
8156,32.0
8157,-8.0
8158,8.0
8159,-7.0
8160,10.0
8161,2.0
8162,6.0
8163,2.0
8164,17.0
8165,13.0
8166,3.0
8167,-1.0
8168,-3.0
8169,-7.0
8170,-21.0
8171,-1.0
8172,17.0
8173,-5.0
8174,11.0
8175,-6.0
8176,-14.0
8177,16.0
8178,4.0
8179,9.0
8180,5.0
8181,12.0
8182,8.0
8183,7.0
8184,17.0
8185,6.0
8186,7.0
8187,6.0
8188,1.0
8189,12.0
8190,25.0
8191,8.0
8192,-5.0
8193,5.0
8194,-19.0
8195,-12.0
8196,5.0
8197,13.0
8198,7.0
8199,-9.0
8200,-11.0
8201,-10.0
8202,28.0
8203,3.0
8204,1.0
8205,10.0
8206,11.0
8207,-6.0
8208,-16.0
8209,4.0
8210,19.0
8211,-17.0
8212,4.0
8213,14.0
8214,-18.0
8215,-6.0
8216,12.0
8217,-25.0
8218,1.0
8219,3.0
8220,1.0
8221,7.0
8222,7.0
8223,-12.0
8224,-8.0
8225,-5.0
8226,-3.0
8227,-16.0
8228,6.0
8229,7.0
8230,-3.0
8231,9.0
8232,10.0
8233,18.0
8234,-8.0
8235,11.0
8236,8.0
8237,12.0
8238,-8.0
8239,-17.0
8240,4.0
8241,-17.0
8242,10.0
8243,-2.0
8244,6.0
8245,12.0
8246,-6.0
8247,3.0
8248,8.0
8249,20.0
8250,-6.0
8251,2.0
8252,38.0
8253,8.0
8254,8.0
8255,-4.0
8256,-23.0
8257,-4.0
8258,5.0
8259,-3.0
8260,-6.0
8261,-12.0
8262,-7.0
8263,12.0
8264,19.0
8265,8.0
8266,3.0
8267,8.0
8268,-33.0
8269,35.0
8270,2.0
8271,-11.0
8272,-4.0
8273,-10.0
8274,40.0
8275,18.0
8276,15.0
8277,33.0
8278,6.0
8279,8.0
8280,5.0
8281,-32.0
8282,-9.0
8283,2.0
8284,-2.0
8285,28.0
8286,4.0
8287,8.0
8288,5.0
8289,21.0
8290,-4.0
8291,11.0
8292,9.0
8293,7.0
8294,3.0
8295,9.0
8296,-21.0
8297,4.0
8298,17.0
8299,-6.0
8300,16.0
8301,15.0
8302,11.0
8303,-22.0
8304,8.0
8305,-11.0
8306,21.0
8307,41.0
8308,-15.0
8309,12.0
8310,14.0
8311,-11.0
8312,-4.0
8313,5.0
8314,16.0
8315,15.0
8316,-4.0
8317,-6.0
8318,-10.0
8319,25.0
8320,2.0
8321,19.0
8322,3.0
8323,9.0
8324,-27.0
8325,30.0
8326,23.0
8327,-11.0
8328,2.0
8329,5.0
8330,10.0
8331,13.0
8332,-20.0
8333,-5.0
8334,-23.0
8335,31.0
8336,-13.0
8337,23.0
8338,33.0
8339,9.0
8340,-21.0
8341,18.0
8342,28.0
8343,12.0
8344,-8.0
8345,-5.0
8346,30.0
8347,5.0
8348,4.0
8349,3.0
8350,10.0
8351,18.0
8352,21.0
8353,10.0
8354,5.0
8355,3.0
8356,6.0
8357,18.0
8358,-19.0
8359,-17.0
8360,4.0
8361,-5.0
8362,-2.0
8363,-5.0
8364,-2.0
8365,20.0
8366,26.0
8367,1.0
8368,7.0
8369,-4.0
8370,-14.0
8371,-10.0
8372,-10.0
8373,-19.0
8374,-9.0
8375,3.0
8376,-5.0
8377,-4.0
8378,22.0
8379,8.0
8380,6.0
8381,-3.0
8382,-22.0
8383,-1.0
8384,-16.0
8385,11.0
8386,8.0
8387,-13.0
8388,-15.0
8389,4.0
8390,-1.0
8391,-6.0
8392,1.0
8393,7.0
8394,17.0
8395,7.0
8396,24.0
8397,6.0
8398,13.0
8399,-8.0
8400,11.0
8401,-7.0
8402,4.0
8403,-4.0
8404,-7.0
8405,8.0
8406,-14.0
8407,30.0
8408,8.0
8409,-3.0
8410,-2.0
8411,3.0
8412,-10.0
8413,-4.0
8414,12.0
8415,-11.0
8416,19.0
8417,24.0
8418,40.0
8419,-5.0
8420,3.0
8421,9.0
8422,6.0
8423,-8.0
8424,6.0
8425,16.0
8426,2.0
8427,-11.0
8428,-16.0
8429,-1.0
8430,-28.0
8431,10.0
8432,-5.0
8433,6.0
8434,-2.0
8435,-3.0
8436,-4.0
8437,3.0
8438,14.0
8439,-18.0
8440,-2.0
8441,7.0
8442,-5.0
8443,-7.0
8444,4.0
8445,-6.0
8446,28.0
8447,15.0
8448,-8.0
8449,-7.0
8450,12.0
8451,-11.0
8452,16.0
8453,-18.0
8454,6.0
8455,8.0
8456,23.0
8457,-14.0
8458,10.0
8459,-16.0
8460,13.0
8461,1.0
8462,4.0
8463,14.0
8464,-5.0
8465,1.0
8466,-6.0
8467,23.0
8468,5.0
8469,4.0
8470,6.0
8471,-9.0
8472,19.0
8473,8.0
8474,11.0
8475,-5.0
8476,13.0
8477,-17.0
8478,-8.0
8479,20.0
8480,6.0
8481,23.0
8482,13.0
8483,-22.0
8484,24.0
8485,10.0
8486,-6.0
8487,25.0
8488,-8.0
8489,14.0
8490,5.0
8491,6.0
8492,12.0
8493,-8.0
8494,16.0
8495,-9.0
8496,-7.0
8497,-7.0
8498,7.0
8499,-7.0
8500,12.0
8501,11.0
8502,30.0
8503,1.0
8504,13.0
8505,20.0
8506,-17.0
8507,-15.0
8508,24.0
8509,-14.0
8510,19.0
8511,3.0
8512,14.0
8513,-15.0
8514,-5.0
8515,5.0
8516,8.0
8517,-5.0
8518,6.0
8519,-2.0
8520,-10.0
8521,-24.0
8522,-20.0
8523,-9.0
8524,-4.0
8525,-6.0
8526,-2.0
8527,-5.0
8528,11.0
8529,-6.0
8530,6.0
8531,-6.0
8532,7.0
8533,-14.0
8534,-17.0
8535,3.0
8536,-12.0
8537,-6.0
8538,24.0
8539,1.0
8540,-9.0
8541,1.0
8542,2.0
8543,-4.0
8544,-11.0
8545,15.0
8546,-8.0
8547,-5.0
8548,-2.0
8549,2.0
8550,-34.0
8551,16.0
8552,-11.0
8553,5.0
8554,18.0
8555,-4.0
8556,-4.0
8557,5.0
8558,-9.0
8559,-12.0
8560,3.0
8561,-5.0
8562,6.0
8563,-3.0
8564,-12.0
8565,18.0
8566,-19.0
8567,14.0
8568,11.0
8569,-9.0
8570,-7.0
8571,-6.0
8572,-6.0
8573,2.0
8574,-11.0
8575,-13.0
8576,-16.0
8577,11.0
8578,-12.0
8579,13.0
8580,2.0
8581,11.0
8582,-18.0
8583,1.0
8584,10.0
8585,-4.0
8586,7.0
8587,-4.0
8588,-13.0
8589,-7.0
8590,-4.0
8591,6.0
8592,-1.0
8593,13.0
8594,-5.0
8595,-14.0
8596,-10.0
8597,-16.0
8598,-18.0
8599,11.0
8600,19.0
8601,15.0
8602,-1.0
8603,-18.0
8604,8.0
8605,13.0
8606,-5.0
8607,8.0
8608,11.0
8609,16.0
8610,27.0
8611,3.0
8612,10.0
8613,5.0
8614,7.0
8615,-5.0
8616,-13.0
8617,16.0
8618,11.0
8619,18.0
8620,2.0
8621,15.0
8622,21.0
8623,14.0
8624,16.0
8625,11.0
8626,10.0
8627,13.0
8628,6.0
8629,15.0
8630,32.0
8631,-5.0
8632,-6.0
8633,9.0
8634,-14.0
8635,1.0
8636,9.0
8637,7.0
8638,8.0
8639,17.0
8640,-8.0
8641,-5.0
8642,5.0
8643,5.0
8644,-10.0
8645,-15.0
8646,5.0
8647,-13.0
8648,-9.0
8649,8.0
8650,-1.0
8651,13.0
8652,-7.0
8653,-7.0
8654,-9.0
8655,-11.0
8656,17.0
8657,7.0
8658,-5.0
8659,29.0
8660,2.0
8661,-7.0
8662,10.0
8663,-2.0
8664,9.0
8665,9.0
8666,-4.0
8667,2.0
8668,-15.0
8669,-11.0
8670,14.0
8671,-16.0
8672,-1.0
8673,2.0
8674,1.0
8675,17.0
8676,11.0
8677,13.0
8678,24.0
8679,3.0
8680,-14.0
8681,-13.0
8682,5.0
8683,4.0
8684,15.0
8685,40.0
8686,-18.0
8687,-41.0
8688,24.0
8689,-14.0
8690,5.0
8691,9.0
8692,-10.0
8693,7.0
8694,3.0
8695,5.0
8696,15.0
8697,-8.0
8698,8.0
8699,1.0
8700,4.0
8701,13.0
8702,1.0
8703,15.0
8704,9.0
8705,9.0
8706,5.0
8707,-4.0
8708,2.0
8709,15.0
8710,-4.0
8711,-1.0
8712,-8.0
8713,7.0
8714,-12.0
8715,4.0
8716,9.0
8717,4.0
8718,14.0
8719,7.0
8720,2.0
8721,9.0
8722,3.0
8723,11.0
8724,7.0
8725,7.0
8726,13.0
8727,-6.0
8728,-7.0
8729,3.0
8730,4.0
8731,3.0
8732,19.0
8733,-9.0
8734,28.0
8735,7.0
8736,-13.0
8737,1.0
8738,-6.0
8739,5.0
8740,-10.0
8741,12.0
8742,-5.0
8743,22.0
8744,4.0
8745,10.0
8746,12.0
8747,12.0
8748,1.0
8749,28.0
8750,5.0
8751,13.0
8752,-3.0
8753,24.0
8754,-8.0
8755,-7.0
8756,3.0
8757,-6.0
8758,9.0
8759,6.0
8760,-5.0
8761,6.0
8762,-8.0
8763,3.0
8764,-11.0
8765,34.0
8766,-14.0
8767,55.0
8768,14.0
8769,-6.0
8770,13.0
8771,6.0
8772,14.0
8773,3.0
8774,8.0
8775,-9.0
8776,-7.0
8777,22.0
8778,15.0
8779,15.0
8780,-23.0
8781,3.0
8782,11.0
8783,9.0
8784,-10.0
8785,-4.0
8786,-3.0
8787,6.0
8788,20.0
8789,20.0
8790,15.0
8791,11.0
8792,-10.0
8793,-6.0
8794,-25.0
8795,18.0
8796,4.0
8797,-4.0
8798,20.0
8799,-15.0
8800,2.0
8801,10.0
8802,12.0
8803,2.0
8804,-3.0
8805,-7.0
8806,-3.0
8807,-23.0
8808,-4.0
8809,13.0
8810,12.0
8811,13.0
8812,20.0
8813,5.0
8814,3.0
8815,-6.0
8816,25.0
8817,-14.0
8818,20.0
8819,3.0
8820,7.0
8821,7.0
8822,5.0
8823,6.0
8824,-9.0
8825,-14.0
8826,-9.0
8827,15.0
8828,5.0
8829,-19.0
8830,-11.0
8831,9.0
8832,7.0
8833,15.0
8834,27.0
8835,12.0
8836,18.0
8837,6.0
8838,-2.0
8839,-1.0
8840,9.0
8841,9.0
8842,9.0
8843,9.0
8844,17.0
8845,4.0
8846,9.0
8847,-6.0
8848,11.0
8849,10.0
8850,9.0
8851,14.0
8852,12.0
8853,-6.0
8854,-15.0
8855,21.0
8856,-6.0
8857,-13.0
8858,2.0
8859,-8.0
8860,-15.0
8861,-12.0
8862,8.0
8863,13.0
8864,-8.0
8865,15.0
8866,18.0
8867,5.0
8868,-16.0
8869,11.0
8870,-15.0
8871,15.0
8872,-10.0
8873,7.0
8874,-5.0
8875,-1.0
8876,15.0
8877,5.0
8878,-1.0
8879,-3.0
8880,-14.0
8881,7.0
8882,14.0
8883,-6.0
8884,8.0
8885,8.0
8886,-16.0
8887,8.0
8888,7.0
8889,22.0
8890,-5.0
8891,-12.0
8892,14.0
8893,-22.0
8894,-7.0
8895,4.0
8896,14.0
8897,-5.0
8898,14.0
8899,6.0
8900,-5.0
8901,-18.0
8902,-6.0
8903,45.0
8904,-7.0
8905,-8.0
8906,-19.0
8907,10.0
8908,-11.0
8909,1.0
8910,33.0
8911,-2.0
8912,8.0
8913,26.0
8914,-9.0
8915,23.0
8916,11.0
8917,7.0
8918,-10.0
8919,3.0
8920,-9.0
8921,-3.0
8922,-8.0
8923,-1.0
8924,7.0
8925,-1.0
8926,-9.0
8927,6.0
8928,2.0
8929,1.0
8930,9.0
8931,-22.0
8932,-12.0
8933,6.0
8934,5.0
8935,-21.0
8936,29.0
8937,15.0
8938,16.0
8939,15.0
8940,5.0
8941,8.0
8942,12.0
8943,-1.0
8944,-15.0
8945,-2.0
8946,14.0
8947,-17.0
8948,6.0
8949,33.0
8950,3.0
8951,12.0
8952,2.0
8953,6.0
8954,5.0
8955,6.0
8956,-5.0
8957,-14.0
8958,23.0
8959,13.0
8960,17.0
8961,9.0
8962,12.0
8963,19.0
8964,13.0
8965,-4.0
8966,13.0
8967,4.0
8968,18.0
8969,-7.0
8970,17.0
8971,29.0
8972,-9.0
8973,-1.0
8974,14.0
8975,-31.0
8976,-4.0
8977,31.0
8978,6.0
8979,15.0
8980,-21.0
8981,8.0
8982,-7.0
8983,-6.0
8984,4.0
8985,10.0
8986,-5.0
8987,6.0
8988,16.0
8989,-7.0
8990,12.0
8991,-22.0
8992,-1.0
8993,13.0
8994,14.0
8995,16.0
8996,-5.0
8997,3.0
8998,2.0
8999,-8.0
9000,19.0
9001,17.0
9002,-6.0
9003,-13.0
9004,25.0
9005,-1.0
9006,15.0
9007,2.0
9008,20.0
9009,5.0
9010,14.0
9011,7.0
9012,7.0
9013,24.0
9014,-6.0
9015,7.0
9016,9.0
9017,-10.0
9018,9.0
9019,7.0
9020,-25.0
9021,-17.0
9022,10.0
9023,5.0
9024,25.0
9025,1.0
9026,17.0
9027,9.0
9028,12.0
9029,18.0
9030,3.0
9031,34.0
9032,11.0
9033,-2.0
9034,7.0
9035,12.0
9036,4.0
9037,5.0
9038,-13.0
9039,12.0
9040,-16.0
9041,-8.0
9042,6.0
9043,5.0
9044,8.0
9045,-12.0
9046,33.0
9047,-28.0
9048,-6.0
9049,3.0
9050,-3.0
9051,19.0
9052,4.0
9053,25.0
9054,-29.0
9055,16.0
9056,14.0
9057,10.0
9058,11.0
9059,22.0
9060,5.0
9061,-19.0
9062,11.0
9063,9.0
9064,11.0
9065,2.0
9066,-9.0
9067,-20.0
9068,11.0
9069,6.0
9070,10.0
9071,21.0
9072,-18.0
9073,-9.0
9074,-14.0
9075,-12.0
9076,2.0
9077,1.0
9078,5.0
9079,-3.0
9080,-9.0
9081,-1.0
9082,6.0
9083,16.0
9084,-10.0
9085,11.0
9086,3.0
9087,-11.0
9088,10.0
9089,11.0
9090,9.0
9091,14.0
9092,9.0
9093,-4.0
9094,-9.0
9095,1.0
9096,8.0
9097,6.0
9098,5.0
9099,-19.0
9100,20.0
9101,18.0
9102,-4.0
9103,2.0
9104,16.0
9105,6.0
9106,9.0
9107,21.0
9108,-4.0
9109,-8.0
9110,10.0
9111,-8.0
9112,18.0
9113,11.0
9114,6.0
9115,2.0
9116,3.0
9117,4.0
9118,7.0
9119,-23.0
9120,-16.0
9121,10.0
9122,-7.0
9123,9.0
9124,11.0
9125,-17.0
9126,4.0
9127,1.0
9128,5.0
9129,-4.0
9130,28.0
9131,18.0
9132,-4.0
9133,-5.0
9134,2.0
9135,-1.0
9136,24.0
9137,4.0
9138,-9.0
9139,-9.0
9140,-5.0
9141,11.0
9142,10.0
9143,3.0
9144,8.0
9145,-17.0
9146,7.0
9147,-12.0
9148,-5.0
9149,5.0
9150,-6.0
9151,27.0
9152,16.0
9153,3.0
9154,27.0
9155,-8.0
9156,31.0
9157,-13.0
9158,2.0
9159,2.0
9160,17.0
9161,10.0
9162,9.0
9163,-7.0
9164,8.0
9165,-10.0
9166,15.0
9167,-1.0
9168,-11.0
9169,-3.0
9170,2.0
9171,3.0
9172,17.0
9173,3.0
9174,6.0
9175,-7.0
9176,4.0
9177,-14.0
9178,6.0
9179,-6.0
9180,-13.0
9181,-8.0
9182,-5.0
9183,-1.0
9184,-1.0
9185,-14.0
9186,9.0
9187,7.0
9188,-6.0
9189,20.0
9190,7.0
9191,23.0
9192,-4.0
9193,-3.0
9194,-4.0
9195,-8.0
9196,9.0
9197,9.0
9198,14.0
9199,2.0
9200,-6.0
9201,-5.0
9202,30.0
9203,6.0
9204,-17.0
9205,-10.0
9206,-5.0
9207,7.0
9208,-8.0
9209,-5.0
9210,-15.0
9211,6.0
9212,12.0
9213,-9.0
9214,31.0
9215,-2.0
9216,-2.0
9217,27.0
9218,19.0
9219,22.0
9220,5.0
9221,-4.0
9222,4.0
9223,-7.0
9224,2.0
9225,10.0
9226,2.0
9227,-10.0
9228,-4.0
9229,5.0
9230,26.0
9231,-9.0
9232,25.0
9233,-3.0
9234,-5.0
9235,12.0
9236,-6.0
9237,3.0
9238,-11.0
9239,2.0
9240,13.0
9241,-9.0
9242,-4.0
9243,15.0
9244,-7.0
9245,7.0
9246,21.0
9247,5.0
9248,-10.0
9249,3.0
9250,5.0
9251,7.0
9252,7.0
9253,5.0
9254,-8.0
9255,-1.0
9256,9.0
9257,-2.0
9258,42.0
9259,26.0
9260,3.0
9261,-8.0
9262,-1.0
9263,17.0
9264,-2.0
9265,6.0
9266,15.0
9267,-12.0
9268,-12.0
9269,1.0
9270,-23.0
9271,32.0
9272,-14.0
9273,19.0
9274,12.0
9275,3.0
9276,-9.0
9277,-23.0
9278,-16.0
9279,-21.0
9280,24.0
9281,4.0
9282,-3.0
9283,-5.0
9284,13.0
9285,10.0
9286,20.0
9287,-13.0
9288,10.0
9289,-9.0
9290,-3.0
9291,6.0
9292,-3.0
9293,20.0
9294,4.0
9295,-1.0
9296,26.0
9297,11.0
9298,6.0
9299,-1.0
9300,18.0
9301,-8.0
9302,29.0
9303,-16.0
9304,8.0
9305,3.0
9306,-10.0
9307,-5.0
9308,-15.0
9309,-1.0
9310,4.0
9311,11.0
9312,15.0
9313,13.0
9314,22.0
9315,4.0
9316,-10.0
9317,8.0
9318,14.0
9319,2.0
9320,33.0
9321,5.0
9322,-3.0
9323,28.0
9324,1.0
9325,-1.0
9326,11.0
9327,3.0
9328,-38.0
9329,6.0
9330,15.0
9331,9.0
9332,8.0
9333,21.0
9334,7.0
9335,7.0
9336,25.0
9337,27.0
9338,-7.0
9339,15.0
9340,16.0
9341,6.0
9342,6.0
9343,-4.0
9344,15.0
9345,-8.0
9346,5.0
9347,-2.0
9348,-29.0
9349,-6.0
9350,5.0
9351,-9.0
9352,22.0
9353,21.0
9354,2.0
9355,4.0
9356,5.0
9357,-5.0
9358,-10.0
9359,3.0
9360,38.0
9361,-12.0
9362,13.0
9363,14.0
9364,-10.0
9365,13.0
9366,7.0
9367,3.0
9368,-5.0
9369,11.0
9370,-4.0
9371,13.0
9372,-8.0
9373,26.0
9374,11.0
9375,-5.0
9376,10.0
9377,-5.0
9378,12.0
9379,3.0
9380,-3.0
9381,14.0
9382,3.0
9383,11.0
9384,15.0
9385,19.0
9386,14.0
9387,-20.0
9388,-1.0
9389,-5.0
9390,19.0
9391,9.0
9392,-6.0
9393,-9.0
9394,4.0
9395,54.0
9396,-6.0
9397,9.0
9398,1.0
9399,34.0
9400,8.0
9401,-7.0
9402,17.0
9403,8.0
9404,-7.0
9405,5.0
9406,11.0
9407,7.0
9408,10.0
9409,40.0
9410,-4.0
9411,-14.0
9412,-4.0
9413,5.0
9414,3.0
9415,4.0
9416,-32.0
9417,6.0
9418,-4.0
9419,28.0
9420,2.0
9421,-51.0
9422,15.0
9423,-7.0
9424,16.0
9425,9.0
9426,-9.0
9427,-3.0
9428,29.0
9429,14.0
9430,19.0
9431,4.0
9432,22.0
9433,6.0
9434,7.0
9435,-7.0
9436,-9.0
9437,13.0
9438,-8.0
9439,12.0
9440,2.0
9441,21.0
9442,9.0
9443,-4.0
9444,9.0
9445,23.0
9446,12.0
9447,-3.0
9448,21.0
9449,-4.0
9450,9.0
9451,-32.0
9452,-14.0
9453,-15.0
9454,10.0
9455,-6.0
9456,-30.0
9457,-1.0
9458,-29.0
9459,-14.0
9460,14.0
9461,8.0
9462,43.0
9463,8.0
9464,-18.0
9465,9.0
9466,21.0
9467,5.0
9468,8.0
9469,-14.0
9470,-1.0
9471,8.0
9472,10.0
9473,-9.0
9474,-4.0
9475,14.0
9476,10.0
9477,2.0
9478,22.0
9479,24.0
9480,-9.0
9481,7.0
9482,19.0
9483,9.0
9484,-23.0
9485,3.0
9486,11.0
9487,-4.0
9488,9.0
9489,18.0
9490,21.0
9491,-2.0
9492,4.0
9493,12.0
9494,2.0
9495,5.0
9496,-19.0
9497,15.0
9498,-14.0
9499,10.0
9500,29.0
9501,29.0
9502,3.0
9503,10.0
9504,-3.0
9505,8.0
9506,9.0
9507,6.0
9508,-5.0
9509,13.0
9510,10.0
9511,9.0
9512,13.0
9513,16.0
9514,-11.0
9515,-9.0
9516,7.0
9517,-8.0
9518,8.0
9519,-5.0
9520,9.0
9521,14.0
9522,18.0
9523,1.0
9524,16.0
9525,-6.0
9526,-14.0
9527,8.0
9528,-9.0
9529,6.0
9530,22.0
9531,-20.0
9532,-2.0
9533,-14.0
9534,-10.0
9535,11.0
9536,-8.0
9537,22.0
9538,22.0
9539,8.0
9540,-10.0
9541,-23.0
9542,-6.0
9543,-3.0
9544,-16.0
9545,-13.0
9546,28.0
9547,3.0
9548,10.0
9549,4.0
9550,13.0
9551,-10.0
9552,-19.0
9553,-15.0
9554,-19.0
9555,-18.0
9556,3.0
9557,15.0
9558,-5.0
9559,6.0
9560,-10.0
9561,-3.0
9562,-7.0
9563,-9.0
9564,11.0
9565,-11.0
9566,5.0
9567,7.0
9568,-8.0
9569,-6.0
9570,1.0
9571,22.0
9572,2.0
9573,8.0
9574,-11.0
9575,27.0
9576,2.0
9577,4.0
9578,19.0
9579,-9.0
9580,-1.0
9581,-4.0
9582,17.0
9583,26.0
9584,-8.0
9585,11.0
9586,9.0
9587,12.0
9588,-21.0
9589,18.0
9590,3.0
9591,-5.0
9592,-10.0
9593,1.0
9594,-9.0
9595,4.0
9596,-19.0
9597,31.0
9598,15.0
9599,-1.0
9600,10.0
9601,8.0
9602,-6.0
9603,-5.0
9604,6.0
9605,28.0
9606,8.0
9607,-13.0
9608,-5.0
9609,9.0
9610,8.0
9611,-11.0
9612,1.0
9613,-9.0
9614,-8.0
9615,-5.0
9616,5.0
9617,-15.0
9618,11.0
9619,12.0
9620,11.0
9621,14.0
9622,-15.0
9623,17.0
9624,17.0
9625,19.0
9626,3.0
9627,22.0
9628,-5.0
9629,-17.0
9630,-11.0
9631,-4.0
9632,9.0
9633,-5.0
9634,17.0
9635,28.0
9636,24.0
9637,7.0
9638,-18.0
9639,-6.0
9640,18.0
9641,4.0
9642,-2.0
9643,6.0
9644,8.0
9645,16.0
9646,5.0
9647,7.0
9648,5.0
9649,10.0
9650,-7.0
9651,3.0
9652,6.0
9653,-6.0
9654,-5.0
9655,-21.0
9656,-18.0
9657,-16.0
9658,23.0
9659,-11.0
9660,-8.0
9661,-21.0
9662,11.0
9663,16.0
9664,9.0
