,result
20396,3.0
20397,8.0
20398,2.0
20399,4.0
20400,11.0
20401,-39.0
20402,22.0
20403,-8.0
20404,3.0
20405,-3.0
20406,18.0
20407,8.0
20408,-6.0
20409,5.0
20410,7.0
20411,-19.0
20412,-1.0
20413,8.0
20414,5.0
20415,8.0
20416,-3.0
20417,-18.0
20418,5.0
20419,27.0
20420,25.0
20421,27.0
20422,17.0
20423,-4.0
20424,17.0
20425,-23.0
20426,11.0
20427,18.0
20428,-7.0
20429,-6.0
20430,9.0
20431,7.0
20432,-28.0
20433,9.0
20434,-8.0
20435,-5.0
20436,6.0
20437,8.0
20438,21.0
20439,-2.0
20440,7.0
20441,-12.0
20442,-12.0
20443,-3.0
20444,11.0
20445,6.0
20446,-5.0
20447,15.0
20448,38.0
20449,6.0
20450,10.0
20451,1.0
20452,7.0
20453,16.0
20454,-3.0
20455,-5.0
20456,9.0
20457,4.0
20458,7.0
20459,27.0
20460,11.0
20461,-20.0
20462,7.0
20463,25.0
20464,-24.0
20465,8.0
20466,14.0
20467,13.0
20468,-19.0
20469,16.0
20470,9.0
20471,25.0
20472,6.0
20473,-4.0
20474,8.0
20475,3.0
20476,-8.0
20477,-5.0
20478,13.0
20479,-12.0
20480,3.0
20481,10.0
20482,8.0
20483,15.0
20484,-8.0
20485,-56.0
20486,-23.0
20487,8.0
20488,-23.0
20489,6.0
20490,-6.0
20491,-22.0
20492,1.0
20493,-19.0
20494,2.0
20495,-4.0
20496,13.0
20497,-17.0
20498,-10.0
20499,28.0
20500,22.0
20501,27.0
20502,-24.0
20503,-6.0
20504,-14.0
20505,-2.0
20506,11.0
20507,10.0
20508,23.0
20509,17.0
20510,26.0
20511,8.0
20512,6.0
20513,-15.0
20514,9.0
20515,-17.0
20516,34.0
20517,-27.0
20518,-17.0
20519,-2.0
20520,-3.0
20521,-3.0
20522,12.0
20523,-3.0
20524,24.0
20525,-10.0
20526,2.0
20527,8.0
20528,4.0
20529,13.0
20530,2.0
20531,9.0
20532,14.0
20533,-11.0
20534,16.0
20535,-9.0
20536,1.0
20537,33.0
20538,-8.0
20539,19.0
20540,25.0
20541,-6.0
20542,5.0
20543,15.0
20544,-31.0
20545,-14.0
20546,11.0
20547,-1.0
20548,3.0
20549,8.0
20550,-12.0
20551,14.0
20552,26.0
20553,-10.0
20554,-20.0
20555,3.0
20556,39.0
20557,21.0
20558,17.0
20559,3.0
20560,16.0
20561,7.0
20562,-2.0
20563,-8.0
20564,32.0
20565,-5.0
20566,3.0
20567,-7.0
20568,4.0
20569,-1.0
20570,-17.0
20571,-33.0
20572,6.0
20573,-4.0
20574,11.0
20575,1.0
20576,-2.0
20577,10.0
20578,-5.0
20579,-21.0
20580,-4.0
20581,9.0
20582,10.0
20583,15.0
20584,-7.0
20585,9.0
20586,6.0
20587,1.0
20588,-10.0
20589,5.0
20590,5.0
20591,-18.0
20592,5.0
20593,-9.0
20594,18.0
20595,-11.0
20596,-7.0
20597,5.0
20598,-2.0
20599,25.0
20600,28.0
20601,7.0
20602,18.0
20603,1.0
20604,-16.0
20605,-8.0
20606,-4.0
20607,8.0
20608,2.0
20609,43.0
20610,-2.0
20611,6.0
20612,-1.0
20613,-9.0
20614,-28.0
20615,-2.0
20616,7.0
20617,-12.0
20618,-4.0
20619,5.0
20620,11.0
20621,27.0
20622,5.0
20623,-8.0
20624,10.0
20625,6.0
20626,14.0
20627,4.0
20628,-13.0
20629,-16.0
20630,14.0
20631,-10.0
20632,12.0
20633,-8.0
20634,-3.0
20635,8.0
20636,13.0
20637,10.0
20638,-12.0
20639,-39.0
20640,20.0
20641,3.0
20642,-10.0
20643,7.0
20644,8.0
20645,6.0
20646,-11.0
20647,8.0
20648,16.0
20649,5.0
20650,19.0
20651,21.0
20652,45.0
20653,5.0
20654,5.0
20655,24.0
20656,29.0
20657,-13.0
20658,-2.0
20659,-3.0
20660,7.0
20661,25.0
20662,50.0
20663,20.0
20664,9.0
20665,24.0
20666,-10.0
20667,7.0
20668,8.0
20669,-10.0
20670,-16.0
20671,-5.0
20672,-8.0
20673,7.0
20674,17.0
20675,5.0
20676,5.0
20677,-10.0
20678,12.0
20679,-26.0
20680,-7.0
20681,6.0
20682,1.0
20683,16.0
20684,2.0
20685,20.0
20686,-6.0
20687,1.0
20688,6.0
20689,7.0
20690,16.0
20691,15.0
20692,-15.0
20693,9.0
20694,1.0
20695,-15.0
20696,-8.0
20697,-2.0
20698,8.0
20699,11.0
20700,18.0
20701,-7.0
20702,11.0
20703,-23.0
20704,-9.0
20705,-7.0
20706,-5.0
20707,7.0
20708,-6.0
20709,2.0
20710,9.0
20711,15.0
20712,-9.0
20713,4.0
20714,11.0
20715,19.0
20716,-22.0
20717,15.0
20718,-5.0
20719,-4.0
20720,2.0
20721,-1.0
20722,6.0
20723,8.0
20724,-13.0
20725,16.0
20726,11.0
20727,35.0
20728,25.0
20729,13.0
20730,-7.0
20731,2.0
20732,30.0
20733,-14.0
20734,10.0
20735,32.0
20736,1.0
20737,5.0
20738,-8.0
20739,14.0
20740,15.0
20741,-4.0
20742,-25.0
20743,-8.0
20744,-23.0
20745,-2.0
20746,-12.0
20747,-10.0
20748,-9.0
20749,17.0
20750,-4.0
20751,-19.0
20752,9.0
20753,-31.0
20754,4.0
20755,13.0
20756,1.0
20757,-6.0
20758,-1.0
20759,3.0
20760,10.0
20761,1.0
20762,-30.0
20763,12.0
20764,22.0
20765,-8.0
20766,3.0
20767,17.0
20768,-19.0
20769,12.0
20770,18.0
20771,-10.0
20772,21.0
20773,-10.0
20774,19.0
20775,-25.0
20776,15.0
20777,4.0
20778,5.0
20779,5.0
20780,-6.0
20781,-9.0
20782,7.0
20783,32.0
20784,-20.0
20785,-21.0
20786,-12.0
20787,-12.0
20788,2.0
20789,9.0
20790,21.0
20791,22.0
20792,4.0
20793,29.0
20794,-28.0
20795,9.0
20796,-20.0
20797,-30.0
20798,2.0
20799,4.0
20800,7.0
20801,-14.0
20802,-6.0
20803,7.0
20804,7.0
20805,-16.0
20806,23.0
20807,7.0
20808,2.0
20809,-11.0
20810,-20.0
20811,15.0
20812,-18.0
20813,5.0
20814,22.0
20815,1.0
20816,7.0
20817,14.0
20818,-3.0
20819,21.0
20820,11.0
20821,10.0
20822,6.0
20823,-8.0
20824,-1.0
20825,20.0
20826,-1.0
20827,-22.0
20828,-11.0
20829,2.0
20830,3.0
20831,20.0
20832,-4.0
20833,-2.0
20834,1.0
20835,-1.0
20836,-2.0
20837,4.0
20838,28.0
20839,13.0
20840,-9.0
20841,-32.0
20842,2.0
20843,12.0
20844,14.0
20845,8.0
20846,20.0
20847,17.0
20848,-1.0
20849,16.0
20850,19.0
20851,-1.0
20852,9.0
20853,-1.0
20854,3.0
20855,28.0
20856,3.0
20857,19.0
20858,12.0
20859,-19.0
20860,4.0
20861,-6.0
20862,-9.0
20863,21.0
20864,18.0
20865,8.0
20866,-19.0
20867,-5.0
20868,-19.0
20869,-6.0
20870,6.0
20871,-5.0
20872,-18.0
20873,22.0
20874,3.0
20875,-14.0
20876,-15.0
20877,-39.0
20878,-5.0
20879,16.0
20880,27.0
20881,3.0
20882,12.0
20883,15.0
20884,33.0
20885,10.0
20886,4.0
20887,6.0
20888,-3.0
20889,6.0
20890,-9.0
20891,-2.0
20892,1.0
20893,-12.0
20894,-8.0
20895,19.0
20896,-15.0
20897,-18.0
20898,-11.0
20899,11.0
20900,5.0
20901,-16.0
20902,-6.0
20903,7.0
20904,6.0
20905,10.0
20906,-12.0
20907,24.0
20908,-22.0
20909,28.0
20910,-10.0
20911,5.0
20912,-5.0
20913,34.0
20914,-6.0
20915,27.0
20916,9.0
20917,-7.0
20918,16.0
20919,15.0
20920,-2.0
20921,6.0
20922,-3.0
20923,14.0
20924,-4.0
20925,4.0
20926,3.0
20927,12.0
20928,-17.0
20929,18.0
20930,-4.0
20931,7.0
20932,-23.0
20933,-8.0
20934,19.0
20935,10.0
20936,-9.0
20937,-8.0
20938,29.0
20939,10.0
20940,4.0
20941,13.0
20942,-3.0
20943,9.0
20944,41.0
20945,30.0
20946,22.0
20947,13.0
20948,-13.0
20949,25.0
20950,2.0
20951,10.0
20952,9.0
20953,11.0
20954,35.0
20955,-26.0
20956,-13.0
20957,-3.0
20958,2.0
20959,19.0
20960,-21.0
20961,-18.0
20962,5.0
20963,-8.0
20964,-1.0
20965,5.0
20966,16.0
20967,4.0
20968,14.0
20969,16.0
20970,22.0
20971,-10.0
20972,34.0
20973,5.0
20974,11.0
20975,10.0
20976,3.0
20977,18.0
20978,8.0
20979,5.0
20980,13.0
20981,8.0
20982,-19.0
20983,17.0
20984,2.0
20985,13.0
20986,8.0
20987,-4.0
20988,-4.0
20989,8.0
20990,16.0
20991,13.0
20992,2.0
20993,19.0
20994,24.0
20995,-20.0
20996,17.0
20997,-13.0
20998,3.0
20999,-7.0
21000,20.0
21001,11.0
21002,14.0
21003,-9.0
21004,-10.0
21005,15.0
21006,6.0
21007,-18.0
21008,8.0
21009,3.0
21010,21.0
21011,8.0
21012,27.0
21013,-2.0
21014,13.0
21015,-12.0
21016,7.0
21017,9.0
21018,35.0
21019,-32.0
21020,6.0
21021,24.0
21022,14.0
21023,-15.0
21024,9.0
21025,13.0
21026,-26.0
21027,-8.0
21028,12.0
21029,-27.0
21030,40.0
21031,-6.0
21032,-10.0
21033,9.0
21034,-22.0
21035,-14.0
21036,16.0
21037,19.0
21038,13.0
21039,6.0
21040,-13.0
21041,-6.0
21042,12.0
21043,-6.0
21044,13.0
21045,11.0
21046,-15.0
21047,-17.0
21048,-19.0
21049,-13.0
21050,-28.0
21051,-6.0
21052,-6.0
21053,11.0
21054,7.0
21055,-37.0
21056,2.0
21057,-6.0
21058,7.0
21059,24.0
21060,19.0
21061,-1.0
21062,-19.0
21063,-17.0
21064,20.0
21065,4.0
21066,2.0
21067,-8.0
21068,22.0
21069,4.0
21070,-7.0
21071,5.0
21072,-29.0
21073,18.0
21074,28.0
21075,10.0
21076,6.0
21077,26.0
21078,3.0
21079,-24.0
21080,6.0
21081,16.0
21082,4.0
21083,-4.0
21084,6.0
21085,3.0
21086,7.0
21087,3.0
21088,3.0
21089,-17.0
21090,19.0
21091,17.0
21092,-7.0
21093,6.0
21094,-12.0
21095,11.0
21096,-5.0
21097,-24.0
21098,3.0
21099,10.0
21100,15.0
21101,-1.0
21102,14.0
21103,-6.0
21104,11.0
21105,-1.0
21106,-16.0
21107,-8.0
21108,-10.0
21109,5.0
21110,1.0
21111,-1.0
21112,-1.0
21113,10.0
21114,-2.0
21115,9.0
21116,11.0
21117,11.0
21118,4.0
21119,-3.0
21120,-9.0
21121,-13.0
21122,-7.0
21123,17.0
21124,5.0
21125,12.0
21126,-3.0
21127,-12.0
21128,10.0
21129,10.0
21130,4.0
21131,19.0
21132,32.0
21133,-4.0
21134,-6.0
21135,-11.0
21136,7.0
21137,9.0
21138,6.0
21139,19.0
21140,-8.0
21141,-8.0
21142,-7.0
21143,3.0
21144,6.0
21145,-11.0
21146,-4.0
21147,-11.0
21148,-3.0
21149,19.0
21150,-19.0
21151,12.0
21152,22.0
21153,6.0
21154,23.0
21155,-7.0
21156,-4.0
21157,5.0
21158,-8.0
21159,25.0
21160,-4.0
21161,4.0
21162,-13.0
21163,6.0
21164,4.0
21165,-5.0
21166,12.0
21167,61.0
21168,-20.0
21169,4.0
21170,3.0
21171,-7.0
21172,15.0
21173,3.0
21174,14.0
21175,-6.0
21176,21.0
21177,4.0
21178,-33.0
21179,-7.0
21180,8.0
21181,-7.0
21182,1.0
21183,14.0
21184,10.0
21185,-5.0
21186,-27.0
21187,-4.0
21188,7.0
21189,10.0
21190,14.0
21191,3.0
21192,8.0
21193,18.0
21194,14.0
21195,-16.0
21196,-7.0
21197,19.0
21198,-9.0
21199,-13.0
21200,5.0
21201,7.0
21202,-6.0
21203,8.0
21204,23.0
21205,-5.0
21206,7.0
21207,16.0
21208,6.0
21209,-15.0
21210,13.0
21211,-9.0
21212,4.0
21213,7.0
21214,8.0
21215,-5.0
21216,-1.0
21217,-7.0
21218,-12.0
21219,-8.0
21220,5.0
21221,-1.0
21222,5.0
21223,7.0
21224,28.0
21225,8.0
21226,9.0
21227,-1.0
21228,4.0
21229,11.0
21230,-3.0
21231,-5.0
21232,-12.0
21233,-14.0
21234,-13.0
21235,-6.0
21236,4.0
21237,36.0
21238,31.0
21239,-22.0
21240,9.0
21241,16.0
21242,-18.0
21243,5.0
21244,16.0
21245,-26.0
21246,-7.0
21247,6.0
21248,-17.0
21249,26.0
21250,-23.0
21251,-2.0
21252,-23.0
21253,14.0
21254,7.0
21255,27.0
21256,34.0
21257,10.0
21258,8.0
21259,16.0
21260,25.0
21261,3.0
21262,-17.0
21263,8.0
21264,-19.0
21265,9.0
21266,17.0
21267,6.0
21268,14.0
21269,-14.0
21270,9.0
21271,-8.0
21272,28.0
21273,3.0
21274,-20.0
21275,-2.0
21276,9.0
21277,-11.0
21278,-13.0
21279,-5.0
21280,1.0
21281,-14.0
21282,16.0
21283,4.0
21284,-10.0
21285,11.0
21286,24.0
21287,13.0
21288,-5.0
21289,22.0
21290,3.0
21291,22.0
21292,-16.0
21293,2.0
21294,14.0
21295,-5.0
21296,1.0
21297,5.0
21298,-3.0
21299,-17.0
21300,8.0
21301,3.0
21302,3.0
21303,7.0
21304,-9.0
21305,9.0
21306,3.0
21307,-4.0
21308,8.0
21309,-7.0
21310,9.0
21311,11.0
21312,-5.0
21313,-7.0
21314,8.0
21315,-6.0
21316,-7.0
21317,-8.0
21318,8.0
21319,23.0
21320,-18.0
21321,-11.0
21322,5.0
21323,9.0
21324,23.0
21325,-13.0
21326,5.0
21327,28.0
21328,-8.0
21329,-8.0
21330,-1.0
21331,-5.0
21332,-13.0
21333,15.0
21334,6.0
21335,1.0
21336,-3.0
21337,17.0
21338,-2.0
21339,-19.0
21340,11.0
21341,17.0
21342,-14.0
21343,29.0
21344,9.0
21345,7.0
21346,6.0
21347,-11.0
21348,-18.0
21349,16.0
21350,-2.0
21351,-16.0
21352,15.0
21353,-5.0
21354,11.0
21355,26.0
21356,-9.0
21357,32.0
21358,18.0
21359,-2.0
21360,7.0
21361,-5.0
21362,-12.0
21363,23.0
21364,-17.0
21365,-3.0
21366,18.0
21367,-23.0
21368,1.0
21369,3.0
21370,-11.0
21371,-19.0
21372,22.0
21373,15.0
21374,-7.0
21375,-7.0
21376,-1.0
21377,-3.0
21378,7.0
21379,-11.0
21380,8.0
21381,6.0
21382,-2.0
21383,2.0
21384,-5.0
21385,-5.0
21386,-10.0
21387,-24.0
21388,9.0
21389,-7.0
21390,22.0
21391,10.0
21392,6.0
21393,3.0
21394,5.0
21395,-18.0
21396,-8.0
21397,-5.0
21398,8.0
21399,-15.0
21400,16.0
21401,-13.0
21402,4.0
21403,2.0
21404,46.0
21405,-20.0
21406,3.0
21407,-22.0
21408,8.0
21409,7.0
21410,5.0
21411,18.0
21412,-19.0
21413,-10.0
21414,-7.0
21415,14.0
21416,-11.0
21417,7.0
21418,17.0
21419,-10.0
21420,-13.0
21421,18.0
21422,-16.0
21423,-6.0
21424,6.0
21425,26.0
21426,12.0
21427,1.0
21428,-18.0
21429,2.0
21430,25.0
21431,-6.0
21432,6.0
21433,18.0
21434,25.0
21435,9.0
21436,-8.0
21437,2.0
21438,-4.0
21439,-48.0
21440,18.0
21441,20.0
21442,26.0
21443,-10.0
21444,-14.0
21445,13.0
21446,-20.0
21447,19.0
21448,20.0
21449,-9.0
21450,-2.0
21451,-24.0
21452,17.0
21453,6.0
21454,3.0
21455,1.0
21456,-15.0
21457,-3.0
21458,15.0
21459,-4.0
21460,-5.0
21461,10.0
21462,4.0
21463,8.0
21464,-17.0
21465,-32.0
21466,11.0
21467,-9.0
21468,7.0
21469,-7.0
21470,7.0
21471,9.0
21472,-3.0
21473,25.0
21474,6.0
21475,2.0
21476,-14.0
21477,-32.0
21478,-15.0
21479,2.0
21480,3.0
21481,19.0
21482,-11.0
21483,3.0
21484,4.0
21485,22.0
21486,-13.0
21487,8.0
21488,2.0
21489,30.0
21490,16.0
21491,14.0
21492,6.0
21493,16.0
21494,5.0
21495,11.0
21496,7.0
21497,-11.0
21498,2.0
21499,30.0
21500,-8.0
21501,9.0
21502,5.0
21503,11.0
21504,12.0
21505,-7.0
21506,-1.0
21507,-14.0
21508,11.0
21509,-9.0
21510,17.0
21511,12.0
21512,10.0
21513,15.0
21514,-13.0
21515,2.0
21516,-25.0
21517,4.0
21518,4.0
21519,14.0
21520,2.0
21521,11.0
21522,7.0
21523,-4.0
21524,-5.0
21525,-9.0
21526,25.0
21527,2.0
21528,-14.0
21529,-19.0
21530,-22.0
21531,-1.0
21532,9.0
21533,12.0
21534,13.0
21535,-5.0
21536,-3.0
21537,15.0
21538,14.0
21539,-15.0
21540,-7.0
21541,-23.0
21542,9.0
21543,-11.0
21544,-6.0
21545,1.0
21546,12.0
21547,11.0
21548,1.0
21549,5.0
21550,14.0
21551,9.0
21552,4.0
21553,4.0
21554,4.0
21555,23.0
21556,3.0
21557,-8.0
21558,-8.0
21559,20.0
21560,-1.0
21561,-8.0
21562,-24.0
21563,-16.0
21564,-1.0
21565,7.0
21566,22.0
21567,8.0
21568,6.0
21569,12.0
21570,9.0
21571,3.0
21572,6.0
21573,-10.0
21574,18.0
21575,-8.0
21576,-2.0
21577,13.0
21578,-9.0
21579,1.0
21580,18.0
21581,14.0
21582,24.0
21583,1.0
21584,-5.0
21585,5.0
21586,-7.0
21587,6.0
21588,-5.0
21589,24.0
21590,-15.0
21591,5.0
21592,6.0
21593,-3.0
21594,3.0
21595,7.0
21596,-11.0
21597,6.0
21598,-9.0
21599,3.0
21600,-15.0
21601,8.0
21602,9.0
21603,7.0
21604,-10.0
21605,-15.0
21606,11.0
21607,18.0
21608,-5.0
21609,-23.0
21610,17.0
21611,-6.0
21612,21.0
21613,-10.0
21614,6.0
21615,-2.0
21616,2.0
21617,32.0
21618,11.0
21619,2.0
21620,6.0
21621,-5.0
21622,-14.0
21623,10.0
21624,6.0
21625,9.0
21626,-17.0
21627,-11.0
21628,34.0
21629,-6.0
21630,12.0
21631,-4.0
21632,-8.0
21633,-3.0
21634,-34.0
21635,-3.0
21636,9.0
21637,3.0
21638,7.0
21639,16.0
21640,-13.0
21641,-19.0
21642,-1.0
21643,-11.0
21644,15.0
21645,13.0
21646,13.0
21647,-1.0
21648,-9.0
21649,28.0
21650,3.0
21651,-7.0
21652,10.0
21653,1.0
21654,1.0
21655,-4.0
21656,14.0
21657,1.0
21658,19.0
21659,-16.0
21660,-2.0
21661,7.0
21662,39.0
21663,-4.0
21664,-7.0
21665,18.0
21666,8.0
21667,36.0
21668,7.0
21669,4.0
21670,-19.0
21671,-3.0
21672,14.0
21673,8.0
21674,-2.0
21675,21.0
21676,-14.0
21677,-10.0
21678,-10.0
21679,-18.0
21680,6.0
21681,18.0
21682,1.0
21683,7.0
21684,14.0
21685,-9.0
21686,21.0
21687,-3.0
21688,23.0
21689,-10.0
21690,-37.0
21691,17.0
21692,-9.0
21693,1.0
21694,-20.0
21695,8.0
21696,3.0
21697,4.0
21698,-4.0
21699,18.0
21700,4.0
21701,-17.0
21702,3.0
21703,6.0
21704,-3.0
21705,8.0
21706,-18.0
21707,-13.0
21708,14.0
21709,-6.0
21710,-2.0
21711,15.0
21712,3.0
21713,13.0
21714,-5.0
21715,18.0
21716,13.0
21717,-24.0
21718,12.0
21719,-8.0
21720,-2.0
21721,-10.0
21722,-11.0
21723,-15.0
21724,13.0
21725,1.0
21726,6.0
21727,12.0
21728,4.0
21729,-11.0
21730,-4.0
21731,14.0
21732,5.0
21733,3.0
21734,15.0
21735,17.0
21736,14.0
21737,25.0
21738,-10.0
21739,24.0
21740,5.0
21741,18.0
21742,-9.0
21743,12.0
21744,24.0
21745,2.0
21746,27.0
21747,-7.0
21748,7.0
21749,-8.0
21750,5.0
21751,-17.0
21752,16.0
21753,5.0
21754,4.0
21755,27.0
21756,5.0
21757,25.0
21758,-15.0
21759,3.0
21760,-14.0
21761,-15.0
21762,-9.0
21763,-3.0
21764,-9.0
21765,3.0
21766,-14.0
21767,35.0
21768,12.0
21769,-10.0
21770,5.0
21771,3.0
21772,-17.0
21773,7.0
21774,3.0
21775,-5.0
21776,9.0
21777,2.0
21778,11.0
21779,-18.0
21780,-10.0
21781,-1.0
21782,-5.0
21783,18.0
21784,-6.0
21785,28.0
21786,17.0
21787,-8.0
21788,-2.0
21789,13.0
21790,13.0
21791,-6.0
21792,10.0
21793,3.0
21794,18.0
21795,-1.0
21796,6.0
21797,2.0
21798,21.0
21799,1.0
21800,1.0
21801,-6.0
21802,18.0
21803,-2.0
21804,15.0
21805,4.0
21806,-12.0
21807,-7.0
21808,-2.0
21809,9.0
21810,15.0
21811,5.0
21812,4.0
21813,-2.0
21814,2.0
21815,-9.0
21816,-6.0
21817,-6.0
21818,-7.0
21819,-2.0
21820,9.0
21821,-12.0
21822,33.0
21823,2.0
21824,-6.0
21825,6.0
21826,15.0
21827,-14.0
21828,-7.0
21829,9.0
21830,23.0
21831,15.0
21832,-5.0
21833,-11.0
21834,6.0
21835,6.0
21836,-7.0
21837,3.0
21838,7.0
21839,-6.0
21840,12.0
21841,9.0
21842,-19.0
21843,4.0
21844,5.0
21845,6.0
21846,-6.0
21847,7.0
21848,23.0
21849,7.0
21850,-25.0
21851,-13.0
21852,7.0
21853,5.0
21854,-15.0
21855,-10.0
21856,10.0
21857,5.0
21858,7.0
21859,4.0
21860,1.0
21861,-12.0
21862,-11.0
21863,7.0
21864,7.0
21865,2.0
21866,17.0
21867,-1.0
21868,-3.0
21869,-7.0
21870,-8.0
21871,-4.0
21872,4.0
21873,-14.0
21874,-9.0
21875,7.0
21876,-7.0
21877,3.0
21878,-3.0
21879,-10.0
21880,5.0
21881,-11.0
21882,6.0
21883,2.0
21884,4.0
21885,7.0
21886,11.0
21887,-14.0
21888,4.0
21889,9.0
21890,12.0
21891,-6.0
21892,13.0
21893,6.0
21894,-14.0
21895,10.0
21896,18.0
21897,-14.0
21898,-20.0
21899,11.0
21900,-22.0
21901,3.0
21902,-10.0
21903,17.0
21904,3.0
21905,47.0
21906,-5.0
21907,-28.0
21908,6.0
21909,3.0
21910,-23.0
21911,5.0
21912,26.0
21913,-12.0
21914,5.0
21915,5.0
21916,5.0
21917,15.0
21918,-7.0
21919,-21.0
21920,18.0
21921,5.0
21922,5.0
21923,-1.0
21924,-16.0
21925,4.0
21926,6.0
21927,-7.0
21928,11.0
21929,1.0
21930,-12.0
21931,-19.0
21932,24.0
21933,13.0
21934,5.0
21935,29.0
21936,13.0
21937,21.0
21938,-18.0
21939,-5.0
21940,9.0
21941,-4.0
21942,11.0
21943,-5.0
21944,-3.0
21945,29.0
21946,-25.0
21947,12.0
21948,-22.0
21949,-10.0
21950,-12.0
21951,14.0
21952,7.0
21953,-4.0
21954,5.0
21955,-7.0
21956,11.0
21957,-10.0
21958,-20.0
21959,19.0
21960,-3.0
21961,-34.0
21962,-10.0
21963,15.0
21964,16.0
21965,15.0
21966,13.0
21967,-2.0
21968,-2.0
21969,12.0
21970,15.0
21971,1.0
21972,3.0
21973,-12.0
21974,-1.0
21975,12.0
21976,-24.0
21977,49.0
21978,5.0
21979,10.0
21980,20.0
21981,-13.0
21982,6.0
21983,8.0
21984,30.0
21985,-1.0
21986,6.0
21987,17.0
21988,17.0
21989,-6.0
21990,30.0
21991,11.0
21992,9.0
21993,16.0
21994,-28.0
21995,-8.0
21996,21.0
21997,22.0
21998,-8.0
21999,-11.0
22000,7.0
22001,-8.0
22002,11.0
22003,-16.0
22004,9.0
22005,-25.0
22006,-7.0
22007,-3.0
22008,8.0
22009,18.0
22010,15.0
22011,-40.0
22012,-11.0
22013,-8.0
22014,-22.0
22015,32.0
22016,12.0
22017,7.0
22018,-3.0
22019,11.0
22020,5.0
22021,23.0
22022,3.0
22023,3.0
22024,-24.0
22025,4.0
22026,32.0
22027,-9.0
22028,4.0
22029,-26.0
22030,46.0
22031,-9.0
22032,5.0
22033,-8.0
22034,-3.0
22035,4.0
22036,12.0
22037,-9.0
22038,13.0
22039,5.0
22040,-6.0
22041,-7.0
22042,-16.0
22043,-6.0
22044,18.0
22045,-3.0
22046,7.0
22047,1.0
22048,-7.0
22049,-11.0
22050,17.0
22051,10.0
22052,-4.0
22053,1.0
22054,9.0
22055,-23.0
22056,13.0
22057,19.0
22058,8.0
22059,27.0
22060,15.0
22061,-7.0
22062,8.0
22063,39.0
22064,21.0
22065,18.0
22066,8.0
22067,8.0
22068,7.0
22069,3.0
22070,-18.0
22071,9.0
22072,-7.0
22073,-16.0
22074,-10.0
22075,-4.0
22076,16.0
22077,4.0
22078,4.0
22079,1.0
22080,8.0
22081,17.0
22082,13.0
22083,11.0
22084,-11.0
22085,24.0
22086,5.0
22087,-5.0
22088,-14.0
22089,5.0
22090,5.0
22091,13.0
22092,8.0
22093,-7.0
22094,-1.0
22095,8.0
22096,-3.0
22097,-6.0
22098,17.0
22099,-2.0
22100,-3.0
22101,-16.0
22102,-11.0
22103,27.0
22104,17.0
22105,7.0
22106,18.0
22107,4.0
22108,5.0
22109,-9.0
22110,9.0
22111,-6.0
22112,13.0
22113,-19.0
22114,9.0
22115,-22.0
22116,11.0
22117,-8.0
22118,-15.0
22119,13.0
22120,-5.0
22121,7.0
22122,1.0
22123,-9.0
22124,-7.0
22125,12.0
22126,-20.0
22127,3.0
22128,5.0
22129,-17.0
22130,10.0
22131,-6.0
22132,27.0
22133,6.0
22134,-22.0
22135,-2.0
22136,-6.0
22137,18.0
22138,9.0
22139,21.0
22140,18.0
22141,-8.0
22142,-19.0
22143,20.0
22144,14.0
22145,-3.0
22146,6.0
22147,-8.0
22148,-5.0
22149,-16.0
22150,15.0
22151,-14.0
22152,-28.0
22153,-11.0
22154,3.0
22155,-13.0
22156,7.0
22157,-27.0
22158,-19.0
22159,-8.0
22160,22.0
22161,-6.0
22162,-32.0
22163,14.0
22164,-2.0
22165,15.0
22166,7.0
22167,-8.0
22168,-16.0
22169,27.0
22170,-5.0
22171,21.0
22172,3.0
22173,3.0
22174,-9.0
22175,5.0
22176,5.0
22177,-7.0
22178,-1.0
22179,-8.0
22180,17.0
22181,21.0
22182,-1.0
22183,5.0
22184,-17.0
22185,18.0
22186,9.0
22187,9.0
22188,5.0
22189,3.0
22190,7.0
22191,4.0
22192,21.0
22193,-23.0
22194,10.0
22195,18.0
22196,-11.0
22197,11.0
22198,-8.0
22199,9.0
22200,-30.0
22201,4.0
22202,-5.0
22203,2.0
22204,12.0
22205,-2.0
22206,-7.0
22207,34.0
22208,-21.0
22209,4.0
22210,-4.0
22211,-10.0
22212,16.0
22213,10.0
22214,3.0
22215,17.0
22216,9.0
22217,42.0
22218,18.0
22219,-18.0
22220,-10.0
22221,4.0
22222,-19.0
22223,5.0
22224,3.0
22225,-5.0
22226,-8.0
22227,-2.0
22228,17.0
22229,21.0
22230,-16.0
22231,12.0
22232,9.0
22233,7.0
22234,5.0
22235,-8.0
22236,12.0
22237,-6.0
22238,10.0
22239,8.0
22240,-48.0
22241,-5.0
22242,3.0
22243,-1.0
22244,15.0
22245,-7.0
22246,-7.0
22247,-21.0
22248,41.0
22249,-9.0
22250,24.0
22251,4.0
22252,11.0
22253,-7.0
22254,-14.0
22255,17.0
22256,-8.0
22257,-19.0
22258,2.0
22259,-12.0
22260,-9.0
22261,22.0
22262,-14.0
22263,-5.0
22264,-10.0
22265,-6.0
22266,10.0
22267,17.0
22268,-22.0
22269,12.0
22270,3.0
22271,3.0
22272,-18.0
22273,-14.0
22274,-32.0
22275,8.0
22276,-28.0
22277,22.0
22278,-13.0
22279,34.0
22280,6.0
22281,3.0
22282,-8.0
22283,4.0
